Sec,chills
1,0
2,0.0196078431372549
3,0.0196078431372549
4,0.0784313725490196
5,0.0784313725490196
6,0.0980392156862745
7,0.196078431372549
8,0.215686274509804
9,0.196078431372549
10,0.215686274509804
11,0.254901960784314
12,0.254901960784314
13,0.254901960784314
14,0.274509803921569
15,0.254901960784314
16,0.294117647058824
17,0.274509803921569
18,0.274509803921569
19,0.294117647058824
20,0.333333333333333
21,0.392156862745098
22,0.392156862745098
23,0.392156862745098
24,0.392156862745098
25,0.450980392156863
26,0.450980392156863
27,0.470588235294118
28,0.490196078431373
29,0.490196078431373
30,0.509803921568627
31,0.490196078431373
32,0.490196078431373
33,0.470588235294118
34,0.450980392156863
35,0.470588235294118
36,0.470588235294118
37,0.470588235294118
38,0.509803921568627
39,0.549019607843137
40,0.568627450980392
41,0.627450980392157
42,0.666666666666667
43,0.686274509803922
44,0.705882352941177
45,0.705882352941177
46,0.705882352941177
47,0.705882352941177
48,0.705882352941177
49,0.745098039215686
50,0.803921568627451
51,0.823529411764706
52,0.882352941176471
53,0.941176470588235
54,1.03921568627451
55,1.07843137254902
56,1.11764705882353
57,1.15686274509804
58,1.2156862745098
59,1.25490196078431
60,1.25490196078431
61,1.25490196078431
62,1.27450980392157
63,1.27450980392157
64,1.27450980392157
65,1.27450980392157
66,1.31372549019608
67,1.33333333333333
68,1.33333333333333
69,1.33333333333333
70,1.29411764705882
71,1.29411764705882
72,1.25490196078431
73,1.25490196078431
74,1.25490196078431
75,1.25490196078431
76,1.27450980392157
77,1.33333333333333
78,1.31372549019608
79,1.29411764705882
80,1.29411764705882
81,1.27450980392157
82,1.27450980392157
83,1.25490196078431
84,1.23529411764706
85,1.23529411764706
86,1.23529411764706
87,1.2156862745098
88,1.25490196078431
89,1.25490196078431
90,1.25490196078431
91,1.23529411764706
92,1.29411764705882
93,1.29411764705882
94,1.2156862745098
95,1.19607843137255
96,1.2156862745098
97,1.19607843137255
98,1.2156862745098
99,1.25490196078431
100,1.17647058823529
101,1.17647058823529
102,1.15686274509804
103,1.19607843137255
104,1.09803921568627
105,1.09803921568627
106,1.05882352941176
107,0.980392156862745
108,1.01960784313725
109,1.01960784313725
110,1.01960784313725
111,1.03921568627451
112,1.05882352941176
113,1.03921568627451
114,1.05882352941176
115,1.03921568627451
116,1
117,1
118,1.01960784313725
119,0.980392156862745
120,1.01960784313725
121,1.07843137254902
122,1.03921568627451
123,1.07843137254902
124,0.941176470588235
125,0.941176470588235
126,0.96078431372549
127,0.941176470588235
128,0.901960784313726
129,0.92156862745098
130,0.882352941176471
131,0.862745098039216
132,0.862745098039216
133,0.882352941176471
134,0.882352941176471
135,0.92156862745098
136,0.92156862745098
137,0.92156862745098
138,0.901960784313726
139,0.882352941176471
140,0.862745098039216
141,0.862745098039216
142,0.862745098039216
143,0.862745098039216
144,0.92156862745098
145,0.901960784313726
146,0.901960784313726
147,0.862745098039216
148,0.823529411764706
149,0.803921568627451
150,0.803921568627451
151,0.803921568627451
152,1.31372549019608
153,1.31372549019608
154,1.31372549019608
155,1.31372549019608
156,1.31372549019608
157,1.31372549019608
158,1.31372549019608
159,1.31372549019608
160,1.31372549019608
161,1.31372549019608
162,1.31372549019608
163,1.31372549019608
164,1.31372549019608
165,1.31372549019608
166,1.31372549019608
167,1.31372549019608
168,1.31372549019608
169,1.31372549019608
170,1.31372549019608
171,1.31372549019608
172,1.31372549019608
173,1.31372549019608
174,1.31372549019608
175,1.31372549019608
176,1.31372549019608
177,1.31372549019608
178,1.31372549019608
179,1.31372549019608
180,1.31372549019608
181,1.31372549019608
182,1.31372549019608
183,1.31372549019608
184,1.31372549019608
185,1.31372549019608
186,1.31372549019608
