Sec,joy
1,0
2,0.0338983050847458
3,0.0169491525423729
4,0.0508474576271186
5,0.135593220338983
6,0.220338983050847
7,0.203389830508475
8,0.23728813559322
9,0.288135593220339
10,0.338983050847458
11,0.389830508474576
12,0.389830508474576
13,0.406779661016949
14,0.406779661016949
15,0.406779661016949
16,0.440677966101695
17,0.491525423728814
18,0.576271186440678
19,0.610169491525424
20,0.627118644067797
21,0.644067796610169
22,0.677966101694915
23,0.677966101694915
24,0.711864406779661
25,0.677966101694915
26,0.661016949152542
27,0.661016949152542
28,0.677966101694915
29,0.677966101694915
30,0.661016949152542
31,0.677966101694915
32,0.627118644067797
33,0.661016949152542
34,0.627118644067797
35,0.593220338983051
36,0.593220338983051
37,0.542372881355932
38,0.508474576271186
39,0.508474576271186
40,0.525423728813559
41,0.508474576271186
42,0.491525423728814
43,0.474576271186441
44,0.474576271186441
45,0.474576271186441
46,0.525423728813559
47,0.559322033898305
48,0.576271186440678
49,0.593220338983051
50,0.593220338983051
51,0.610169491525424
52,0.644067796610169
53,0.661016949152542
54,0.661016949152542
55,0.661016949152542
56,0.661016949152542
57,0.711864406779661
58,0.711864406779661
59,0.694915254237288
60,0.711864406779661
61,0.728813559322034
62,0.745762711864407
63,0.745762711864407
64,0.76271186440678
65,0.745762711864407
66,0.745762711864407
67,0.745762711864407
68,0.745762711864407
69,0.745762711864407
70,0.728813559322034
71,0.728813559322034
72,0.728813559322034
73,0.728813559322034
74,0.694915254237288
75,0.627118644067797
76,0.593220338983051
77,0.593220338983051
78,0.593220338983051
79,0.610169491525424
80,0.593220338983051
81,0.610169491525424
82,0.576271186440678
83,0.610169491525424
84,0.627118644067797
85,0.76271186440678
86,0.847457627118644
87,0.932203389830508
88,1.03389830508475
89,1.1864406779661
90,1.22033898305085
91,1.25423728813559
92,1.27118644067797
93,1.28813559322034
94,1.28813559322034
95,1.33898305084746
96,1.33898305084746
97,1.33898305084746
98,1.32203389830508
99,1.32203389830508
100,1.33898305084746
101,1.32203389830508
102,1.30508474576271
103,1.27118644067797
104,1.28813559322034
105,1.27118644067797
106,1.28813559322034
107,1.25423728813559
108,1.25423728813559
109,1.25423728813559
110,1.32203389830508
111,1.30508474576271
112,1.28813559322034
113,1.27118644067797
114,1.32203389830508
115,1.32203389830508
116,1.33898305084746
117,1.3728813559322
118,1.3728813559322
119,1.35593220338983
120,1.33898305084746
121,1.33898305084746
122,1.28813559322034
123,1.27118644067797
124,1.27118644067797
125,1.22033898305085
126,1.23728813559322
127,1.25423728813559
128,1.22033898305085
129,1.11864406779661
130,1.05084745762712
131,1.08474576271186
132,0.983050847457627
133,0.966101694915254
134,1.33898305084746
135,1.3728813559322
136,1.3728813559322
137,1.3728813559322
138,1.3728813559322
139,1.3728813559322
140,1.3728813559322
141,1.3728813559322
142,1.3728813559322
143,1.3728813559322
144,1.3728813559322
145,1.3728813559322
146,1.3728813559322
147,1.3728813559322
148,1.3728813559322
149,1.3728813559322
150,1.3728813559322
151,1.3728813559322
152,1.3728813559322
153,1.3728813559322
154,1.3728813559322
155,1.3728813559322
156,1.3728813559322
157,1.3728813559322
158,1.3728813559322
159,1.3728813559322
160,1.3728813559322
161,1.3728813559322
162,1.3728813559322
163,1.3728813559322
164,1.3728813559322
165,1.3728813559322
166,1.3728813559322
167,1.3728813559322
168,1.3728813559322
169,1.3728813559322
170,1.3728813559322
171,1.3728813559322
172,1.3728813559322
173,1.3728813559322
174,1.3728813559322
175,1.3728813559322
176,1.3728813559322
177,1.3728813559322
178,1.3728813559322
179,1.3728813559322
180,1.3728813559322
181,1.3728813559322
182,1.3728813559322
183,1.3728813559322
184,1.3728813559322
185,1.3728813559322
186,1.3728813559322
