Sec,warmth
1,0.0517241379310345
2,0.0689655172413793
3,0.189655172413793
4,0.241379310344828
5,0.258620689655172
6,0.293103448275862
7,0.344827586206897
8,0.482758620689655
9,0.448275862068966
10,0.53448275862069
11,0.53448275862069
12,0.551724137931034
13,0.568965517241379
14,0.603448275862069
15,0.672413793103448
16,0.689655172413793
17,0.706896551724138
18,0.706896551724138
19,0.758620689655172
20,0.793103448275862
21,0.827586206896552
22,0.896551724137931
23,0.913793103448276
24,0.896551724137931
25,0.931034482758621
26,0.982758620689655
27,1
28,0.982758620689655
29,0.982758620689655
30,0.982758620689655
31,0.96551724137931
32,0.948275862068966
33,0.913793103448276
34,0.948275862068966
35,0.96551724137931
36,0.982758620689655
37,0.982758620689655
38,1
39,1
40,1.03448275862069
41,1.06896551724138
42,1.12068965517241
43,1.17241379310345
44,1.1551724137931
45,1.13793103448276
46,1.12068965517241
47,1.1551724137931
48,1.1551724137931
49,1.13793103448276
50,1.1551724137931
51,1.1551724137931
52,1.20689655172414
53,1.20689655172414
54,1.29310344827586
55,1.43103448275862
56,1.43103448275862
57,1.46551724137931
58,1.46551724137931
59,1.48275862068966
60,1.51724137931034
61,1.48275862068966
62,1.5
63,1.56896551724138
64,1.55172413793103
65,1.55172413793103
66,1.55172413793103
67,1.60344827586207
68,1.62068965517241
69,1.58620689655172
70,1.58620689655172
71,1.60344827586207
72,1.58620689655172
73,1.56896551724138
74,1.55172413793103
75,1.58620689655172
76,1.60344827586207
77,1.63793103448276
78,1.63793103448276
79,1.63793103448276
80,1.6551724137931
81,1.62068965517241
82,1.60344827586207
83,1.58620689655172
84,1.55172413793103
85,1.56896551724138
86,1.53448275862069
87,1.51724137931034
88,1.51724137931034
89,1.51724137931034
90,1.51724137931034
91,1.51724137931034
92,1.5
93,1.5
94,1.48275862068966
95,1.48275862068966
96,1.46551724137931
97,1.44827586206897
98,1.48275862068966
99,1.46551724137931
100,1.44827586206897
101,1.46551724137931
102,1.46551724137931
103,1.44827586206897
104,1.46551724137931
105,1.37931034482759
106,1.41379310344828
107,1.39655172413793
108,1.36206896551724
109,1.37931034482759
110,1.37931034482759
111,1.3448275862069
112,1.3448275862069
113,1.37931034482759
114,1.37931034482759
115,1.39655172413793
116,1.37931034482759
117,1.3448275862069
118,1.32758620689655
119,1.3448275862069
120,1.3448275862069
121,1.31034482758621
122,1.29310344827586
123,1.31034482758621
124,1.31034482758621
125,1.31034482758621
126,1.31034482758621
127,1.32758620689655
128,1.37931034482759
129,1.37931034482759
130,1.39655172413793
131,1.41379310344828
132,1.44827586206897
133,1.44827586206897
134,1.43103448275862
135,1.41379310344828
136,1.41379310344828
137,1.44827586206897
138,1.44827586206897
139,1.39655172413793
140,1.41379310344828
141,1.37931034482759
142,1.37931034482759
143,1.3448275862069
144,1.3448275862069
145,1.32758620689655
146,1.27586206896552
147,1.22413793103448
148,1.20689655172414
149,1.1551724137931
150,1.1551724137931
151,1.10344827586207
152,1.39655172413793
153,1.39655172413793
154,1.39655172413793
155,1.39655172413793
156,1.39655172413793
157,1.39655172413793
158,1.39655172413793
159,1.39655172413793
160,1.39655172413793
161,1.39655172413793
162,1.39655172413793
163,1.39655172413793
164,1.39655172413793
165,1.39655172413793
166,1.39655172413793
167,1.39655172413793
168,1.39655172413793
169,1.39655172413793
170,1.39655172413793
171,1.39655172413793
172,1.39655172413793
173,1.39655172413793
174,1.39655172413793
175,1.39655172413793
176,1.39655172413793
177,1.39655172413793
178,1.39655172413793
179,1.39655172413793
180,1.39655172413793
181,1.39655172413793
182,1.39655172413793
183,1.39655172413793
184,1.39655172413793
185,1.39655172413793
186,1.39655172413793
