Sec,connection
1,0
2,0
3,0.037037037037037
4,0.111111111111111
5,0.148148148148148
6,0.222222222222222
7,0.296296296296296
8,0.37037037037037
9,0.481481481481481
10,0.555555555555556
11,0.592592592592593
12,0.592592592592593
13,0.703703703703704
14,0.703703703703704
15,0.703703703703704
16,0.777777777777778
17,0.777777777777778
18,0.777777777777778
19,0.814814814814815
20,0.851851851851852
21,0.851851851851852
22,0.888888888888889
23,0.925925925925926
24,1.25925925925926
25,1.33333333333333
26,1.37037037037037
27,1.40740740740741
28,1.59259259259259
29,1.59259259259259
30,1.55555555555556
31,1.59259259259259
32,1.59259259259259
33,1.59259259259259
34,1.59259259259259
35,1.77777777777778
36,1.77777777777778
37,1.85185185185185
38,1.92592592592593
39,1.81481481481481
40,1.85185185185185
41,1.85185185185185
42,1.88888888888889
43,1.85185185185185
44,1.85185185185185
45,1.85185185185185
46,1.85185185185185
47,1.85185185185185
48,1.85185185185185
49,1.85185185185185
50,1.85185185185185
51,1.88888888888889
52,1.92592592592593
53,1.92592592592593
54,1.96296296296296
55,1.96296296296296
56,1.96296296296296
57,1.92592592592593
58,2.07407407407407
59,2.07407407407407
60,2
61,2
62,2.03703703703704
63,2.03703703703704
64,2.11111111111111
65,2.11111111111111
66,2.07407407407407
67,2.11111111111111
68,2.11111111111111
69,2.14814814814815
70,2.14814814814815
71,2.14814814814815
72,2.14814814814815
73,2.11111111111111
74,2.14814814814815
75,2.14814814814815
76,2.11111111111111
77,2.18518518518519
78,2.18518518518519
79,2.25925925925926
80,2.33333333333333
81,2.33333333333333
82,2.33333333333333
83,2.33333333333333
84,2.33333333333333
85,2.33333333333333
86,2.33333333333333
87,2.33333333333333
88,2.33333333333333
89,2.33333333333333
90,2.33333333333333
91,2.33333333333333
92,2.37037037037037
93,2.25925925925926
94,2.25925925925926
95,2.25925925925926
96,2.07407407407407
97,1.96296296296296
98,2
99,1.96296296296296
100,1.92592592592593
101,1.85185185185185
102,1.7037037037037
103,1.59259259259259
104,1.59259259259259
105,1.51851851851852
106,1.48148148148148
107,1.44444444444444
108,1.33333333333333
109,1.37037037037037
110,1.37037037037037
111,1.33333333333333
112,1.33333333333333
113,1.33333333333333
114,1.33333333333333
115,1.33333333333333
116,1.33333333333333
117,1.25925925925926
118,1.2962962962963
119,1.22222222222222
120,1.2962962962963
121,1.2962962962963
122,1.2962962962963
123,1.2962962962963
124,1.2962962962963
125,1.2962962962963
126,1.2962962962963
127,1.2962962962963
128,1.2962962962963
129,1.2962962962963
130,1.2962962962963
131,1.2962962962963
132,1.2962962962963
133,1.2962962962963
134,1.2962962962963
135,1.2962962962963
136,1.2962962962963
137,1.2962962962963
138,1.2962962962963
139,1.2962962962963
140,1.2962962962963
141,1.2962962962963
142,1.2962962962963
143,1.2962962962963
144,1.2962962962963
145,1.2962962962963
146,1.2962962962963
147,1.2962962962963
148,1.2962962962963
149,1.2962962962963
150,1.2962962962963
151,1.2962962962963
152,1.2962962962963
153,1.2962962962963
154,1.2962962962963
155,1.2962962962963
156,1.2962962962963
157,1.2962962962963
158,1.2962962962963
159,1.2962962962963
160,1.2962962962963
161,1.2962962962963
162,1.2962962962963
163,1.2962962962963
164,1.2962962962963
165,1.2962962962963
166,1.2962962962963
167,1.2962962962963
168,1.2962962962963
169,1.2962962962963
170,1.2962962962963
171,1.2962962962963
172,1.2962962962963
173,1.2962962962963
174,1.2962962962963
175,1.2962962962963
176,1.2962962962963
177,1.2962962962963
178,1.2962962962963
179,1.2962962962963
180,1.2962962962963
181,1.2962962962963
182,1.2962962962963
183,1.2962962962963
184,1.2962962962963
185,1.2962962962963
186,1.2962962962963
