Sec,beauty
1,0
2,0.0625
3,0.3125
4,0.6875
5,0.75
6,1.0625
7,1.1875
8,1.21875
9,1.28125
10,1.46875
11,1.5625
12,1.65625
13,1.625
14,1.71875
15,1.71875
16,1.84375
17,1.84375
18,1.875
19,1.90625
20,1.9375
21,1.96875
22,2
23,1.96875
24,2
25,2
26,2.03125
27,2.0625
28,2.125
29,2.125
30,2.15625
31,2.1875
32,2.21875
33,2.21875
34,2.25
35,2.25
36,2.21875
37,2.28125
38,2.28125
39,2.34375
40,2.34375
41,2.3125
42,2.3125
43,2.3125
44,2.3125
45,2.3125
46,2.3125
47,2.3125
48,2.3125
49,2.3125
50,2.25
51,2.21875
52,2.21875
53,2.21875
54,2.1875
55,2.15625
56,2.15625
57,2.21875
58,2.21875
59,2.21875
60,2.21875
61,2.25
62,2.28125
63,2.3125
64,2.40625
65,2.375
66,2.375
67,2.46875
68,2.5
69,2.5
70,2.5
71,2.53125
72,2.53125
73,2.5
74,2.5
75,2.53125
76,2.5625
77,2.625
78,2.625
79,2.625
80,2.59375
81,2.5
82,2.5
83,2.5
84,2.46875
85,2.5
86,2.5
87,2.53125
88,2.5625
89,2.625
90,2.625
91,2.6875
92,2.71875
93,2.71875
94,2.71875
95,2.71875
96,2.71875
97,2.71875
98,2.71875
99,2.71875
100,2.71875
101,2.71875
102,2.71875
103,2.71875
104,2.71875
105,2.6875
106,2.65625
107,2.625
108,2.625
109,2.625
110,2.65625
111,2.625
112,2.65625
113,2.65625
114,2.625
115,2.6875
116,2.71875
117,2.75
118,2.71875
119,2.75
120,2.75
121,2.78125
122,2.6875
123,2.625
124,2.625
125,2.65625
126,2.65625
127,2.65625
128,2.65625
129,2.65625
130,2.625
131,2.59375
132,2.5625
133,2.5
134,2.15625
135,2.15625
136,2.15625
137,2.15625
138,2.15625
139,2.15625
140,2.15625
141,2.15625
142,2.15625
143,2.15625
144,2.15625
145,2.15625
146,2.15625
147,2.15625
148,2.15625
149,2.15625
150,2.15625
151,2.15625
152,2.15625
153,2.15625
154,2.15625
155,2.15625
156,2.15625
157,2.15625
158,2.15625
159,2.15625
160,2.15625
161,2.15625
162,2.15625
163,2.15625
164,2.15625
165,2.15625
166,2.15625
167,2.15625
168,2.15625
169,2.15625
170,2.15625
171,2.15625
172,2.15625
173,2.15625
174,2.15625
175,2.15625
176,2.15625
177,2.15625
178,2.15625
179,2.15625
180,2.15625
181,2.15625
182,2.15625
183,2.15625
184,2.15625
185,2.15625
186,2.15625
