Sec,chills
1,0
2,0.0576923076923077
3,0.115384615384615
4,0.153846153846154
5,0.153846153846154
6,0.153846153846154
7,0.173076923076923
8,0.173076923076923
9,0.192307692307692
10,0.25
11,0.307692307692308
12,0.288461538461538
13,0.288461538461538
14,0.288461538461538
15,0.326923076923077
16,0.365384615384615
17,0.365384615384615
18,0.384615384615385
19,0.442307692307692
20,0.5
21,0.519230769230769
22,0.519230769230769
23,0.5
24,0.5
25,0.519230769230769
26,0.538461538461538
27,0.538461538461538
28,0.557692307692308
29,0.596153846153846
30,0.634615384615385
31,0.653846153846154
32,0.653846153846154
33,0.692307692307692
34,0.692307692307692
35,0.673076923076923
36,0.711538461538462
37,0.673076923076923
38,0.673076923076923
39,0.711538461538462
40,0.692307692307692
41,0.673076923076923
42,0.692307692307692
43,0.711538461538462
44,0.75
45,0.769230769230769
46,0.711538461538462
47,0.75
48,0.769230769230769
49,0.769230769230769
50,0.769230769230769
51,0.769230769230769
52,0.75
53,0.769230769230769
54,0.826923076923077
55,0.865384615384615
56,0.884615384615385
57,0.846153846153846
58,0.884615384615385
59,0.884615384615385
60,0.884615384615385
61,0.942307692307692
62,0.923076923076923
63,0.923076923076923
64,0.923076923076923
65,0.923076923076923
66,0.903846153846154
67,0.923076923076923
68,0.961538461538462
69,0.961538461538462
70,0.980769230769231
71,0.980769230769231
72,1.03846153846154
73,1.03846153846154
74,1.03846153846154
75,1
76,1
77,1.01923076923077
78,1.03846153846154
79,1.01923076923077
80,1.03846153846154
81,1.01923076923077
82,1.03846153846154
83,1.01923076923077
84,1
85,0.980769230769231
86,0.980769230769231
87,1.01923076923077
88,1.03846153846154
89,1.03846153846154
90,1.01923076923077
91,1.05769230769231
92,1.07692307692308
93,1.11538461538462
94,1.11538461538462
95,1.13461538461538
96,1.15384615384615
97,1.15384615384615
98,1.17307692307692
99,1.15384615384615
100,1.13461538461538
101,1.11538461538462
102,1.11538461538462
103,1.09615384615385
104,1.09615384615385
105,1.07692307692308
106,1.05769230769231
107,1.09615384615385
108,1.07692307692308
109,1.05769230769231
110,1.07692307692308
111,1.07692307692308
112,1.05769230769231
113,1.03846153846154
114,1.03846153846154
115,1.07692307692308
116,1.07692307692308
117,1.09615384615385
118,1.15384615384615
119,1.21153846153846
120,1.21153846153846
121,1.19230769230769
122,1.19230769230769
123,1.15384615384615
124,1.15384615384615
125,1.13461538461538
126,1.15384615384615
127,1.17307692307692
128,1.17307692307692
129,1.17307692307692
130,1.15384615384615
131,1.17307692307692
132,1.13461538461538
133,1.19230769230769
134,1.23076923076923
135,1.25
136,1.28846153846154
137,1.30769230769231
138,1.32692307692308
139,1.44230769230769
140,1.5
141,1.59615384615385
142,1.61538461538462
143,1.65384615384615
144,1.65384615384615
145,1.69230769230769
146,1.71153846153846
147,1.73076923076923
148,1.71153846153846
149,1.76923076923077
150,1.75
151,1.75
152,1.76923076923077
153,1.76923076923077
154,1.75
155,1.73076923076923
156,1.71153846153846
157,1.71153846153846
158,1.71153846153846
159,1.67307692307692
160,1.67307692307692
161,1.65384615384615
162,1.59615384615385
163,1.57692307692308
164,1.59615384615385
165,1.61538461538462
166,1.59615384615385
167,1.57692307692308
168,1.36538461538462
169,1.26923076923077
170,1.44230769230769
171,1.44230769230769
172,1.44230769230769
173,1.44230769230769
174,1.44230769230769
175,1.44230769230769
176,1.44230769230769
177,1.44230769230769
178,1.44230769230769
179,1.44230769230769
180,1.44230769230769
181,1.44230769230769
182,1.44230769230769
183,1.44230769230769
184,1.44230769230769
185,1.44230769230769
186,1.44230769230769
