Sec,warmth
1,0
2,0
3,0.0256410256410256
4,0.153846153846154
5,0.153846153846154
6,0.205128205128205
7,0.307692307692308
8,0.41025641025641
9,0.487179487179487
10,0.512820512820513
11,0.512820512820513
12,0.538461538461538
13,0.58974358974359
14,0.58974358974359
15,0.615384615384615
16,0.666666666666667
17,0.666666666666667
18,0.717948717948718
19,0.717948717948718
20,0.717948717948718
21,0.769230769230769
22,0.717948717948718
23,0.641025641025641
24,0.641025641025641
25,0.666666666666667
26,0.717948717948718
27,0.717948717948718
28,0.743589743589744
29,0.743589743589744
30,0.769230769230769
31,0.794871794871795
32,0.846153846153846
33,0.82051282051282
34,0.871794871794872
35,0.897435897435897
36,0.923076923076923
37,0.923076923076923
38,0.923076923076923
39,1
40,1.05128205128205
41,1.05128205128205
42,1.05128205128205
43,1.07692307692308
44,1.12820512820513
45,1.12820512820513
46,1.15384615384615
47,1.1025641025641
48,1.12820512820513
49,1.12820512820513
50,1.15384615384615
51,1.15384615384615
52,1.15384615384615
53,1.12820512820513
54,1.15384615384615
55,1.15384615384615
56,1.07692307692308
57,1.02564102564103
58,1
59,0.923076923076923
60,0.923076923076923
61,0.923076923076923
62,0.871794871794872
63,0.871794871794872
64,0.871794871794872
65,0.82051282051282
66,0.794871794871795
67,0.794871794871795
68,0.794871794871795
69,0.794871794871795
70,0.794871794871795
71,0.82051282051282
72,0.82051282051282
73,0.743589743589744
74,0.743589743589744
75,0.794871794871795
76,0.82051282051282
77,0.82051282051282
78,0.846153846153846
79,0.846153846153846
80,0.82051282051282
81,0.846153846153846
82,0.846153846153846
83,0.794871794871795
84,0.743589743589744
85,0.769230769230769
86,0.897435897435897
87,0.974358974358974
88,0.974358974358974
89,1
90,1
91,1.02564102564103
92,1.02564102564103
93,1.02564102564103
94,1.02564102564103
95,1.05128205128205
96,1.05128205128205
97,1.05128205128205
98,1.07692307692308
99,1.15384615384615
100,1.25641025641026
101,1.28205128205128
102,1.28205128205128
103,1.28205128205128
104,1.28205128205128
105,1.33333333333333
106,1.33333333333333
107,1.33333333333333
108,1.33333333333333
109,1.30769230769231
110,1.28205128205128
111,1.28205128205128
112,1.25641025641026
113,1.25641025641026
114,1.25641025641026
115,1.23076923076923
116,1.23076923076923
117,1.15384615384615
118,1.17948717948718
119,1.23076923076923
120,1.30769230769231
121,1.48717948717949
122,1.61538461538462
123,1.61538461538462
124,1.64102564102564
125,1.66666666666667
126,1.66666666666667
127,1.66666666666667
128,1.66666666666667
129,1.69230769230769
130,1.69230769230769
131,1.79487179487179
132,1.82051282051282
133,1.82051282051282
134,1.82051282051282
135,1.82051282051282
136,1.84615384615385
137,1.82051282051282
138,1.82051282051282
139,1.74358974358974
140,1.74358974358974
141,1.74358974358974
142,1.74358974358974
143,1.74358974358974
144,1.74358974358974
145,1.74358974358974
146,1.74358974358974
147,1.74358974358974
148,1.74358974358974
149,1.74358974358974
150,1.74358974358974
151,1.74358974358974
152,1.74358974358974
153,1.74358974358974
154,1.74358974358974
155,1.74358974358974
156,1.74358974358974
157,1.74358974358974
158,1.74358974358974
159,1.74358974358974
160,1.74358974358974
161,1.74358974358974
162,1.74358974358974
163,1.74358974358974
164,1.74358974358974
165,1.74358974358974
166,1.74358974358974
167,1.74358974358974
168,1.74358974358974
169,1.74358974358974
170,1.74358974358974
171,1.74358974358974
172,1.74358974358974
173,1.74358974358974
174,1.74358974358974
175,1.74358974358974
176,1.74358974358974
177,1.74358974358974
178,1.74358974358974
179,1.74358974358974
180,1.74358974358974
181,1.74358974358974
182,1.74358974358974
183,1.74358974358974
184,1.74358974358974
185,1.74358974358974
186,1.74358974358974
