Sec,beauty
1,0.0377358490566038
2,0.0943396226415094
3,0.245283018867925
4,0.415094339622642
5,0.547169811320755
6,0.69811320754717
7,1.0188679245283
8,1.18867924528302
9,1.39622641509434
10,1.50943396226415
11,1.56603773584906
12,1.69811320754717
13,1.75471698113208
14,1.81132075471698
15,1.81132075471698
16,1.83018867924528
17,1.86792452830189
18,1.84905660377358
19,1.86792452830189
20,1.86792452830189
21,1.88679245283019
22,1.86792452830189
23,1.88679245283019
24,1.88679245283019
25,1.90566037735849
26,1.92452830188679
27,1.92452830188679
28,1.90566037735849
29,1.88679245283019
30,2.0188679245283
31,2.0188679245283
32,2.11320754716981
33,2.13207547169811
34,2.15094339622642
35,2.18867924528302
36,2.18867924528302
37,2.18867924528302
38,2.18867924528302
39,2.18867924528302
40,2.18867924528302
41,2.18867924528302
42,2.20754716981132
43,2.22641509433962
44,2.24528301886792
45,2.24528301886792
46,2.26415094339623
47,2.22641509433962
48,2.18867924528302
49,2.18867924528302
50,2.18867924528302
51,2.13207547169811
52,2.15094339622642
53,2.28301886792453
54,2.35849056603774
55,2.37735849056604
56,2.33962264150943
57,2.33962264150943
58,2.32075471698113
59,2.30188679245283
60,2.28301886792453
61,2.30188679245283
62,2.28301886792453
63,2.30188679245283
64,2.30188679245283
65,2.30188679245283
66,2.32075471698113
67,2.32075471698113
68,2.33962264150943
69,2.33962264150943
70,2.33962264150943
71,2.33962264150943
72,2.37735849056604
73,2.39622641509434
74,2.41509433962264
75,2.41509433962264
76,2.43396226415094
77,2.45283018867925
78,2.50943396226415
79,2.49056603773585
80,2.54716981132075
81,2.56603773584906
82,2.54716981132075
83,2.49056603773585
84,2.49056603773585
85,2.49056603773585
86,2.47169811320755
87,2.45283018867925
88,2.45283018867925
89,2.43396226415094
90,2.45283018867925
91,2.47169811320755
92,2.52830188679245
93,2.54716981132075
94,2.56603773584906
95,2.54716981132075
96,2.50943396226415
97,2.54716981132075
98,2.54716981132075
99,2.56603773584906
100,2.56603773584906
101,2.62264150943396
102,2.54716981132075
103,2.50943396226415
104,2.47169811320755
105,2.50943396226415
106,2.41509433962264
107,2.37735849056604
108,2.39622641509434
109,2.41509433962264
110,2.43396226415094
111,2.45283018867925
112,2.41509433962264
113,2.45283018867925
114,2.41509433962264
115,2.43396226415094
116,2.43396226415094
117,2.47169811320755
118,2.45283018867925
119,2.45283018867925
120,2.47169811320755
121,2.49056603773585
122,2.60377358490566
123,2.60377358490566
124,2.56603773584906
125,2.52830188679245
126,2.56603773584906
127,2.50943396226415
128,2.49056603773585
129,2.49056603773585
130,2.49056603773585
131,2.54716981132075
132,2.56603773584906
133,2.54716981132075
134,2.54716981132075
135,2.58490566037736
136,2.58490566037736
137,2.58490566037736
138,2.56603773584906
139,2.56603773584906
140,2.58490566037736
141,2.58490566037736
142,2.56603773584906
143,2.58490566037736
144,2.60377358490566
145,2.58490566037736
146,2.58490566037736
147,2.58490566037736
148,2.58490566037736
149,2.58490566037736
150,2.58490566037736
151,2.58490566037736
152,2.56603773584906
153,2.56603773584906
154,2.60377358490566
155,2.60377358490566
156,2.60377358490566
157,2.58490566037736
158,2.62264150943396
159,2.62264150943396
160,2.62264150943396
161,2.58490566037736
162,2.54716981132075
163,2.35849056603774
164,2.35849056603774
165,2.35849056603774
166,2.35849056603774
167,2.35849056603774
168,2.35849056603774
169,2.35849056603774
170,2.35849056603774
171,2.35849056603774
172,2.35849056603774
173,2.35849056603774
174,2.35849056603774
175,2.35849056603774
176,2.35849056603774
177,2.35849056603774
178,2.35849056603774
179,2.35849056603774
180,2.35849056603774
181,2.35849056603774
182,2.35849056603774
183,2.35849056603774
184,2.35849056603774
185,2.35849056603774
186,2.35849056603774
