Sec,beauty
1,0.0483870967741935
2,0.193548387096774
3,0.354838709677419
4,0.516129032258065
5,0.67741935483871
6,0.758064516129032
7,0.82258064516129
8,0.82258064516129
9,0.935483870967742
10,1
11,1.01612903225806
12,1.01612903225806
13,1.04838709677419
14,1.11290322580645
15,1.11290322580645
16,1.17741935483871
17,1.2741935483871
18,1.45161290322581
19,1.5
20,1.51612903225806
21,1.51612903225806
22,1.53225806451613
23,1.54838709677419
24,1.54838709677419
25,1.56451612903226
26,1.62903225806452
27,1.62903225806452
28,1.61290322580645
29,1.67741935483871
30,1.69354838709677
31,1.7258064516129
32,1.80645161290323
33,1.87096774193548
34,1.90322580645161
35,1.90322580645161
36,1.93548387096774
37,1.93548387096774
38,1.93548387096774
39,1.96774193548387
40,1.95161290322581
41,1.98387096774194
42,1.98387096774194
43,1.98387096774194
44,2.03225806451613
45,2.06451612903226
46,2.06451612903226
47,2.12903225806452
48,2.17741935483871
49,2.16129032258065
50,2.19354838709677
51,2.20967741935484
52,2.20967741935484
53,2.24193548387097
54,2.2258064516129
55,2.24193548387097
56,2.24193548387097
57,2.24193548387097
58,2.20967741935484
59,2.20967741935484
60,2.17741935483871
61,2.20967741935484
62,2.20967741935484
63,2.20967741935484
64,2.19354838709677
65,2.19354838709677
66,2.20967741935484
67,2.24193548387097
68,2.24193548387097
69,2.2258064516129
70,2.2258064516129
71,2.24193548387097
72,2.25806451612903
73,2.25806451612903
74,2.2741935483871
75,2.2741935483871
76,2.32258064516129
77,2.32258064516129
78,2.33870967741935
79,2.30645161290323
80,2.29032258064516
81,2.2741935483871
82,2.2258064516129
83,2.2258064516129
84,2.2258064516129
85,2.2258064516129
86,2.24193548387097
87,2.2258064516129
88,2.24193548387097
89,2.24193548387097
90,2.24193548387097
91,2.25806451612903
92,2.25806451612903
93,2.29032258064516
94,2.30645161290323
95,2.30645161290323
96,2.32258064516129
97,2.30645161290323
98,2.29032258064516
99,2.2741935483871
100,2.2741935483871
101,2.24193548387097
102,2.2258064516129
103,2.2258064516129
104,2.19354838709677
105,2.19354838709677
106,2.19354838709677
107,2.2258064516129
108,2.30645161290323
109,2.32258064516129
110,2.32258064516129
111,2.32258064516129
112,2.37096774193548
113,2.40322580645161
114,2.40322580645161
115,2.38709677419355
116,2.38709677419355
117,2.38709677419355
118,2.38709677419355
119,2.40322580645161
120,2.40322580645161
121,2.37096774193548
122,2.35483870967742
123,2.40322580645161
124,2.40322580645161
125,2.40322580645161
126,2.38709677419355
127,2.38709677419355
128,2.38709677419355
129,2.38709677419355
130,2.38709677419355
131,2.38709677419355
132,2.40322580645161
133,2.38709677419355
134,2.33870967741935
135,2.37096774193548
136,2.37096774193548
137,2.37096774193548
138,2.38709677419355
139,2.45161290322581
140,2.45161290322581
141,2.51612903225806
142,2.58064516129032
143,2.51612903225806
144,2.46774193548387
145,2.46774193548387
146,2.48387096774194
147,2.48387096774194
148,2.48387096774194
149,2.46774193548387
150,2.48387096774194
151,2.46774193548387
152,2.48387096774194
153,2.48387096774194
154,2.46774193548387
155,2.46774193548387
156,2.46774193548387
157,2.46774193548387
158,2.48387096774194
159,2.48387096774194
160,2.48387096774194
161,2.5
162,2.46774193548387
163,2.48387096774194
164,2.48387096774194
165,2.46774193548387
166,2.41935483870968
167,2.40322580645161
168,2.35483870967742
169,2.2741935483871
170,2.08064516129032
171,2.08064516129032
172,2.08064516129032
173,2.08064516129032
174,2.08064516129032
175,2.08064516129032
176,2.08064516129032
177,2.08064516129032
178,2.08064516129032
179,2.08064516129032
180,2.08064516129032
181,2.08064516129032
182,2.08064516129032
183,2.08064516129032
184,2.08064516129032
185,2.08064516129032
186,2.08064516129032
