Sec,touched
1,0
2,0
3,0.0555555555555556
4,0.240740740740741
5,0.296296296296296
6,0.37037037037037
7,0.425925925925926
8,0.444444444444444
9,0.555555555555556
10,0.537037037037037
11,0.574074074074074
12,0.574074074074074
13,0.611111111111111
14,0.592592592592593
15,0.648148148148148
16,0.685185185185185
17,0.703703703703704
18,0.740740740740741
19,0.796296296296296
20,0.796296296296296
21,0.814814814814815
22,0.851851851851852
23,0.833333333333333
24,0.87037037037037
25,0.907407407407407
26,0.925925925925926
27,0.962962962962963
28,0.981481481481482
29,0.981481481481482
30,1.01851851851852
31,1.01851851851852
32,1.05555555555556
33,1.05555555555556
34,1.05555555555556
35,1.09259259259259
36,1.09259259259259
37,1.11111111111111
38,1.12962962962963
39,1.12962962962963
40,1.12962962962963
41,1.16666666666667
42,1.22222222222222
43,1.25925925925926
44,1.27777777777778
45,1.31481481481481
46,1.31481481481481
47,1.2962962962963
48,1.31481481481481
49,1.31481481481481
50,1.37037037037037
51,1.38888888888889
52,1.37037037037037
53,1.38888888888889
54,1.46296296296296
55,1.51851851851852
56,1.64814814814815
57,1.68518518518519
58,1.72222222222222
59,1.72222222222222
60,1.7962962962963
61,1.81481481481481
62,1.81481481481481
63,1.7962962962963
64,1.81481481481481
65,1.81481481481481
66,1.81481481481481
67,1.81481481481481
68,1.87037037037037
69,1.87037037037037
70,1.90740740740741
71,1.92592592592593
72,1.90740740740741
73,1.87037037037037
74,1.88888888888889
75,1.90740740740741
76,1.90740740740741
77,1.92592592592593
78,1.90740740740741
79,1.90740740740741
80,1.88888888888889
81,1.90740740740741
82,1.90740740740741
83,1.90740740740741
84,1.92592592592593
85,1.92592592592593
86,1.96296296296296
87,1.94444444444444
88,1.96296296296296
89,2
90,2.01851851851852
91,2
92,1.98148148148148
93,1.94444444444444
94,1.92592592592593
95,1.92592592592593
96,1.92592592592593
97,1.90740740740741
98,1.90740740740741
99,1.92592592592593
100,1.92592592592593
101,1.92592592592593
102,1.85185185185185
103,1.83333333333333
104,1.7962962962963
105,1.77777777777778
106,1.83333333333333
107,1.7962962962963
108,1.7962962962963
109,1.7962962962963
110,1.77777777777778
111,1.77777777777778
112,1.75925925925926
113,1.77777777777778
114,1.72222222222222
115,1.72222222222222
116,1.74074074074074
117,1.68518518518519
118,1.66666666666667
119,1.64814814814815
120,1.66666666666667
121,1.68518518518519
122,1.7037037037037
123,1.7037037037037
124,1.64814814814815
125,1.61111111111111
126,1.59259259259259
127,1.61111111111111
128,1.59259259259259
129,1.61111111111111
130,1.64814814814815
131,1.62962962962963
132,1.66666666666667
133,1.68518518518519
134,1.66666666666667
135,1.68518518518519
136,1.66666666666667
137,1.61111111111111
138,1.62962962962963
139,1.64814814814815
140,1.62962962962963
141,1.62962962962963
142,1.62962962962963
143,1.59259259259259
144,1.57407407407407
145,1.55555555555556
146,1.53703703703704
147,1.53703703703704
148,1.55555555555556
149,1.51851851851852
150,1.5
151,1.48148148148148
152,1.59259259259259
153,1.59259259259259
154,1.59259259259259
155,1.59259259259259
156,1.59259259259259
157,1.59259259259259
158,1.59259259259259
159,1.59259259259259
160,1.59259259259259
161,1.59259259259259
162,1.59259259259259
163,1.59259259259259
164,1.59259259259259
165,1.59259259259259
166,1.59259259259259
167,1.59259259259259
168,1.59259259259259
169,1.59259259259259
170,1.59259259259259
171,1.59259259259259
172,1.59259259259259
173,1.59259259259259
174,1.59259259259259
175,1.59259259259259
176,1.59259259259259
177,1.59259259259259
178,1.59259259259259
179,1.59259259259259
180,1.59259259259259
181,1.59259259259259
182,1.59259259259259
183,1.59259259259259
184,1.59259259259259
185,1.59259259259259
186,1.59259259259259
