Sec,connection
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0980392156862745
5,0.117647058823529
6,0.215686274509804
7,0.274509803921569
8,0.490196078431373
9,0.529411764705882
10,0.529411764705882
11,0.607843137254902
12,0.627450980392157
13,0.686274509803922
14,0.745098039215686
15,0.901960784313726
16,0.980392156862745
17,1.05882352941176
18,1.09803921568627
19,1.25490196078431
20,1.27450980392157
21,1.27450980392157
22,1.27450980392157
23,1.29411764705882
24,1.29411764705882
25,1.29411764705882
26,1.31372549019608
27,1.31372549019608
28,1.35294117647059
29,1.35294117647059
30,1.3921568627451
31,1.47058823529412
32,1.50980392156863
33,1.52941176470588
34,1.52941176470588
35,1.52941176470588
36,1.52941176470588
37,1.43137254901961
38,1.43137254901961
39,1.43137254901961
40,1.45098039215686
41,1.50980392156863
42,1.56862745098039
43,1.58823529411765
44,1.6078431372549
45,1.58823529411765
46,1.58823529411765
47,1.54901960784314
48,1.54901960784314
49,1.50980392156863
50,1.52941176470588
51,1.6078431372549
52,1.6078431372549
53,1.56862745098039
54,1.56862745098039
55,1.6078431372549
56,1.66666666666667
57,1.68627450980392
58,1.68627450980392
59,1.72549019607843
60,1.74509803921569
61,1.80392156862745
62,1.84313725490196
63,1.86274509803922
64,1.88235294117647
65,1.90196078431373
66,1.92156862745098
67,2.01960784313725
68,2
69,1.98039215686275
70,1.96078431372549
71,2
72,2.01960784313725
73,2.01960784313725
74,2
75,2
76,2
77,2.05882352941176
78,2.03921568627451
79,2
80,1.96078431372549
81,1.98039215686275
82,1.98039215686275
83,1.94117647058824
84,1.88235294117647
85,1.88235294117647
86,1.90196078431373
87,1.90196078431373
88,1.86274509803922
89,1.86274509803922
90,1.86274509803922
91,1.86274509803922
92,1.86274509803922
93,1.84313725490196
94,1.84313725490196
95,1.84313725490196
96,1.84313725490196
97,1.84313725490196
98,1.88235294117647
99,1.88235294117647
100,1.92156862745098
101,1.92156862745098
102,1.94117647058824
103,1.96078431372549
104,2.03921568627451
105,2.03921568627451
106,2.05882352941176
107,2.09803921568627
108,2.09803921568627
109,2.07843137254902
110,2.09803921568627
111,2.07843137254902
112,2.03921568627451
113,2.01960784313725
114,2.03921568627451
115,2.03921568627451
116,2.03921568627451
117,2.09803921568627
118,2.09803921568627
119,2.11764705882353
120,2.11764705882353
121,2.09803921568627
122,2.07843137254902
123,2.07843137254902
124,2.09803921568627
125,2.07843137254902
126,2.05882352941176
127,2.03921568627451
128,2.03921568627451
129,2.03921568627451
130,2
131,2
132,1.96078431372549
133,1.94117647058824
134,1.98039215686275
135,1.98039215686275
136,2
137,1.96078431372549
138,1.86274509803922
139,1.84313725490196
140,1.84313725490196
141,1.84313725490196
142,1.86274509803922
143,1.82352941176471
144,1.82352941176471
145,1.82352941176471
146,1.82352941176471
147,1.82352941176471
148,1.80392156862745
149,1.82352941176471
150,1.82352941176471
151,1.84313725490196
152,1.84313725490196
153,1.92156862745098
154,1.92156862745098
155,1.90196078431373
156,1.90196078431373
157,1.88235294117647
158,1.94117647058824
159,1.98039215686275
160,1.96078431372549
161,1.98039215686275
162,1.96078431372549
163,1.96078431372549
164,1.94117647058824
165,1.94117647058824
166,1.96078431372549
167,1.96078431372549
168,1.88235294117647
169,1.86274509803922
170,1.92156862745098
171,1.92156862745098
172,1.92156862745098
173,1.92156862745098
174,1.94117647058824
175,1.94117647058824
176,1.94117647058824
177,1.88235294117647
178,1.84313725490196
179,1.80392156862745
180,1.68627450980392
181,1.72549019607843
182,1.72549019607843
183,1.7843137254902
184,1.70588235294118
185,1.64705882352941
186,1.66666666666667
