Sec,sad
1,0
2,0
3,0.129032258064516
4,0.451612903225806
5,0.645161290322581
6,0.903225806451613
7,1.04838709677419
8,1.35483870967742
9,1.51612903225806
10,1.59677419354839
11,1.80645161290323
12,1.80645161290323
13,1.80645161290323
14,1.88709677419355
15,1.90322580645161
16,1.96774193548387
17,1.98387096774194
18,1.95161290322581
19,2.01612903225806
20,2.01612903225806
21,2
22,2
23,2.03225806451613
24,2.03225806451613
25,2.09677419354839
26,2.14516129032258
27,2.12903225806452
28,2.09677419354839
29,2.09677419354839
30,2.12903225806452
31,2.16129032258065
32,2.20967741935484
33,2.09677419354839
34,2.08064516129032
35,2.11290322580645
36,2.12903225806452
37,2.14516129032258
38,2.16129032258065
39,2.14516129032258
40,2.14516129032258
41,2.16129032258065
42,2.16129032258065
43,2.14516129032258
44,2.11290322580645
45,2.11290322580645
46,2.14516129032258
47,2.14516129032258
48,2.12903225806452
49,2.12903225806452
50,2.09677419354839
51,2.11290322580645
52,2.11290322580645
53,2.12903225806452
54,2.14516129032258
55,2.16129032258065
56,2.14516129032258
57,2.16129032258065
58,2.29032258064516
59,2.30645161290323
60,2.35483870967742
61,2.33870967741935
62,2.35483870967742
63,2.37096774193548
64,2.37096774193548
65,2.38709677419355
66,2.40322580645161
67,2.38709677419355
68,2.41935483870968
69,2.41935483870968
70,2.41935483870968
71,2.41935483870968
72,2.43548387096774
73,2.41935483870968
74,2.38709677419355
75,2.37096774193548
76,2.38709677419355
77,2.35483870967742
78,2.33870967741935
79,2.29032258064516
80,2.25806451612903
81,2.24193548387097
82,2.20967741935484
83,2.17741935483871
84,2.12903225806452
85,2.11290322580645
86,2.16129032258065
87,2.14516129032258
88,2.16129032258065
89,2.14516129032258
90,2.12903225806452
91,2.11290322580645
92,2.11290322580645
93,2.08064516129032
94,2
95,2
96,1.98387096774194
97,1.98387096774194
98,2
99,1.98387096774194
100,2.03225806451613
101,2.06451612903226
102,2.06451612903226
103,2.08064516129032
104,2.04838709677419
105,2.01612903225806
106,1.98387096774194
107,1.95161290322581
108,2
109,1.98387096774194
110,1.96774193548387
111,1.93548387096774
112,1.90322580645161
113,1.87096774193548
114,1.87096774193548
115,1.88709677419355
116,1.90322580645161
117,1.90322580645161
118,1.90322580645161
119,1.90322580645161
120,1.90322580645161
121,1.91935483870968
122,1.93548387096774
123,1.96774193548387
124,1.93548387096774
125,1.91935483870968
126,1.91935483870968
127,1.90322580645161
128,1.91935483870968
129,1.91935483870968
130,1.96774193548387
131,1.98387096774194
132,1.95161290322581
133,1.93548387096774
134,1.96774193548387
135,1.96774193548387
136,1.96774193548387
137,1.96774193548387
138,1.96774193548387
139,1.96774193548387
140,1.96774193548387
141,1.96774193548387
142,1.96774193548387
143,1.96774193548387
144,1.96774193548387
145,1.96774193548387
146,1.96774193548387
147,1.96774193548387
148,1.96774193548387
149,1.96774193548387
150,1.96774193548387
151,1.96774193548387
152,1.96774193548387
153,1.96774193548387
154,1.96774193548387
155,1.96774193548387
156,1.96774193548387
157,1.96774193548387
158,1.96774193548387
159,1.96774193548387
160,1.96774193548387
161,1.96774193548387
162,1.96774193548387
163,1.96774193548387
164,1.96774193548387
165,1.96774193548387
166,1.96774193548387
167,1.96774193548387
168,1.96774193548387
169,1.96774193548387
170,1.96774193548387
171,1.96774193548387
172,1.96774193548387
173,1.96774193548387
174,1.96774193548387
175,1.96774193548387
176,1.96774193548387
177,1.96774193548387
178,1.96774193548387
179,1.96774193548387
180,1.96774193548387
181,1.96774193548387
182,1.96774193548387
183,1.96774193548387
184,1.96774193548387
185,1.96774193548387
186,1.96774193548387
