Sec,beauty
1,0.0566037735849057
2,0.0943396226415094
3,0.320754716981132
4,0.452830188679245
5,0.60377358490566
6,0.679245283018868
7,0.905660377358491
8,1.0377358490566
9,1.07547169811321
10,1.16981132075472
11,1.18867924528302
12,1.24528301886792
13,1.32075471698113
14,1.33962264150943
15,1.41509433962264
16,1.45283018867925
17,1.45283018867925
18,1.47169811320755
19,1.39622641509434
20,1.39622641509434
21,1.32075471698113
22,1.18867924528302
23,1.18867924528302
24,1.26415094339623
25,1.32075471698113
26,1.33962264150943
27,1.39622641509434
28,1.39622641509434
29,1.41509433962264
30,1.45283018867925
31,1.56603773584906
32,1.60377358490566
33,1.62264150943396
34,1.66037735849057
35,1.66037735849057
36,1.64150943396226
37,1.73584905660377
38,1.79245283018868
39,1.86792452830189
40,2.0188679245283
41,2.05660377358491
42,2.0377358490566
43,2.05660377358491
44,2.07547169811321
45,2.0377358490566
46,2
47,1.94339622641509
48,1.94339622641509
49,1.86792452830189
50,1.84905660377358
51,1.83018867924528
52,1.81132075471698
53,1.81132075471698
54,1.81132075471698
55,1.81132075471698
56,1.75471698113208
57,1.60377358490566
58,1.52830188679245
59,1.50943396226415
60,1.54716981132075
61,1.50943396226415
62,1.58490566037736
63,1.52830188679245
64,1.45283018867925
65,1.35849056603774
66,1.32075471698113
67,1.28301886792453
68,1.28301886792453
69,1.26415094339623
70,1.24528301886792
71,1.20754716981132
72,1.16981132075472
73,1.13207547169811
74,1.20754716981132
75,1.24528301886792
76,1.18867924528302
77,1.22641509433962
78,1.26415094339623
79,1.22641509433962
80,1.26415094339623
81,1.26415094339623
82,1.26415094339623
83,1.22641509433962
84,1.20754716981132
85,1.28301886792453
86,1.39622641509434
87,1.56603773584906
88,1.56603773584906
89,1.56603773584906
90,1.47169811320755
91,1.49056603773585
92,1.58490566037736
93,1.64150943396226
94,1.64150943396226
95,1.66037735849057
96,1.66037735849057
97,1.69811320754717
98,1.67924528301887
99,1.77358490566038
100,1.83018867924528
101,1.83018867924528
102,1.83018867924528
103,1.79245283018868
104,1.77358490566038
105,1.77358490566038
106,1.77358490566038
107,1.75471698113208
108,1.75471698113208
109,1.66037735849057
110,1.69811320754717
111,1.79245283018868
112,1.83018867924528
113,1.81132075471698
114,1.83018867924528
115,1.84905660377358
116,1.84905660377358
117,1.88679245283019
118,1.94339622641509
119,2
120,2.0377358490566
121,2.07547169811321
122,2.11320754716981
123,2.15094339622642
124,2.15094339622642
125,2.20754716981132
126,2.22641509433962
127,2.22641509433962
128,2.24528301886792
129,2.24528301886792
130,2.22641509433962
131,2.22641509433962
132,2.24528301886792
133,2.22641509433962
134,2.11320754716981
135,2.13207547169811
136,2.13207547169811
137,2.15094339622642
138,2.05660377358491
139,2.11320754716981
140,2.11320754716981
141,2.11320754716981
142,2.11320754716981
143,2.11320754716981
144,2.11320754716981
145,2.11320754716981
146,2.11320754716981
147,2.11320754716981
148,2.11320754716981
149,2.11320754716981
150,2.11320754716981
151,2.11320754716981
152,2.11320754716981
153,2.11320754716981
154,2.11320754716981
155,2.11320754716981
156,2.11320754716981
157,2.11320754716981
158,2.11320754716981
159,2.11320754716981
160,2.11320754716981
161,2.11320754716981
162,2.11320754716981
163,2.11320754716981
164,2.11320754716981
165,2.11320754716981
166,2.11320754716981
167,2.11320754716981
168,2.11320754716981
169,2.11320754716981
170,2.11320754716981
171,2.11320754716981
172,2.11320754716981
173,2.11320754716981
174,2.11320754716981
175,2.11320754716981
176,2.11320754716981
177,2.11320754716981
178,2.11320754716981
179,2.11320754716981
180,2.11320754716981
181,2.11320754716981
182,2.11320754716981
183,2.11320754716981
184,2.11320754716981
185,2.11320754716981
186,2.11320754716981
