Sec,touched
1,0.0153846153846154
2,0.0615384615384615
3,0.0615384615384615
4,0.0769230769230769
5,0.138461538461538
6,0.261538461538462
7,0.384615384615385
8,0.4
9,0.446153846153846
10,0.461538461538462
11,0.507692307692308
12,0.6
13,0.723076923076923
14,0.830769230769231
15,0.892307692307692
16,1.09230769230769
17,1.18461538461538
18,1.2
19,1.2
20,1.24615384615385
21,1.26153846153846
22,1.26153846153846
23,1.26153846153846
24,1.29230769230769
25,1.29230769230769
26,1.27692307692308
27,1.30769230769231
28,1.30769230769231
29,1.47692307692308
30,1.52307692307692
31,1.56923076923077
32,1.63076923076923
33,1.63076923076923
34,1.6
35,1.64615384615385
36,1.64615384615385
37,1.63076923076923
38,1.6
39,1.63076923076923
40,1.64615384615385
41,1.67692307692308
42,1.70769230769231
43,1.72307692307692
44,1.76923076923077
45,1.81538461538462
46,1.75384615384615
47,1.72307692307692
48,1.70769230769231
49,1.72307692307692
50,1.8
51,1.81538461538462
52,1.84615384615385
53,1.84615384615385
54,1.81538461538462
55,1.8
56,1.83076923076923
57,1.90769230769231
58,1.92307692307692
59,1.92307692307692
60,1.93846153846154
61,1.92307692307692
62,1.93846153846154
63,1.92307692307692
64,1.95384615384615
65,1.96923076923077
66,1.96923076923077
67,1.92307692307692
68,1.87692307692308
69,1.89230769230769
70,1.87692307692308
71,1.87692307692308
72,1.87692307692308
73,1.83076923076923
74,1.84615384615385
75,1.89230769230769
76,1.93846153846154
77,1.95384615384615
78,1.92307692307692
79,1.87692307692308
80,1.86153846153846
81,1.86153846153846
82,1.83076923076923
83,1.78461538461538
84,1.73846153846154
85,1.72307692307692
86,1.76923076923077
87,1.8
88,1.86153846153846
89,1.89230769230769
90,1.87692307692308
91,1.89230769230769
92,1.90769230769231
93,1.93846153846154
94,1.95384615384615
95,1.95384615384615
96,1.95384615384615
97,1.96923076923077
98,1.96923076923077
99,1.96923076923077
100,1.92307692307692
101,2
102,2.07692307692308
103,2.07692307692308
104,2.09230769230769
105,2.10769230769231
106,2.10769230769231
107,2.10769230769231
108,2.10769230769231
109,2.16923076923077
110,2.2
111,2.2
112,2.23076923076923
113,2.2
114,2.21538461538462
115,2.16923076923077
116,2.21538461538462
117,2.16923076923077
118,2.18461538461538
119,2.15384615384615
120,2.16923076923077
121,2.18461538461538
122,2.16923076923077
123,2.16923076923077
124,2.15384615384615
125,2.09230769230769
126,2.09230769230769
127,2.09230769230769
128,2.09230769230769
129,2.18461538461538
130,2.21538461538462
131,2.21538461538462
132,2.21538461538462
133,2.18461538461538
134,2.16923076923077
135,2.16923076923077
136,2.16923076923077
137,2.15384615384615
138,2.18461538461538
139,2.16923076923077
140,2.16923076923077
141,2.16923076923077
142,2.2
143,2.2
144,2.18461538461538
145,2.16923076923077
146,2.16923076923077
147,2.16923076923077
148,2.15384615384615
149,2.12307692307692
150,2.12307692307692
151,2.15384615384615
152,2.18461538461538
153,2.24615384615385
154,2.29230769230769
155,2.29230769230769
156,2.27692307692308
157,2.27692307692308
158,2.29230769230769
159,2.30769230769231
160,2.30769230769231
161,2.30769230769231
162,2.30769230769231
163,2.29230769230769
164,2.29230769230769
165,2.29230769230769
166,2.26153846153846
167,2.23076923076923
168,2.26153846153846
169,2.26153846153846
170,2.24615384615385
171,2.23076923076923
172,2.16923076923077
173,2.13846153846154
174,2.18461538461538
175,2.16923076923077
176,2.15384615384615
177,2.13846153846154
178,2.12307692307692
179,2.09230769230769
180,2
181,1.93846153846154
182,1.84615384615385
183,1.76923076923077
184,1.81538461538462
185,1.84615384615385
186,1.84615384615385
