Sec,joy
1,0.0192307692307692
2,0.0576923076923077
3,0.192307692307692
4,0.307692307692308
5,0.346153846153846
6,0.346153846153846
7,0.365384615384615
8,0.403846153846154
9,0.461538461538462
10,0.5
11,0.5
12,0.519230769230769
13,0.5
14,0.576923076923077
15,0.596153846153846
16,0.692307692307692
17,0.788461538461538
18,0.865384615384615
19,0.942307692307692
20,1.03846153846154
21,1.05769230769231
22,1.11538461538462
23,1.13461538461538
24,1.11538461538462
25,1.11538461538462
26,1.17307692307692
27,1.19230769230769
28,1.19230769230769
29,1.25
30,1.40384615384615
31,1.46153846153846
32,1.51923076923077
33,1.38461538461538
34,1.38461538461538
35,1.36538461538462
36,1.38461538461538
37,1.40384615384615
38,1.46153846153846
39,1.5
40,1.5
41,1.55769230769231
42,1.57692307692308
43,1.59615384615385
44,1.67307692307692
45,1.67307692307692
46,1.71153846153846
47,1.69230769230769
48,1.71153846153846
49,1.73076923076923
50,1.73076923076923
51,1.76923076923077
52,1.78846153846154
53,1.75
54,1.75
55,1.71153846153846
56,1.73076923076923
57,1.80769230769231
58,1.84615384615385
59,1.84615384615385
60,1.86538461538462
61,1.88461538461538
62,1.86538461538462
63,1.90384615384615
64,1.90384615384615
65,1.90384615384615
66,1.96153846153846
67,2
68,2
69,1.98076923076923
70,2
71,2.03846153846154
72,2.13461538461538
73,2.15384615384615
74,2.11538461538462
75,2.09615384615385
76,2.13461538461538
77,2.07692307692308
78,2.03846153846154
79,1.98076923076923
80,1.92307692307692
81,1.94230769230769
82,1.94230769230769
83,1.92307692307692
84,2
85,2
86,1.98076923076923
87,1.98076923076923
88,1.98076923076923
89,1.92307692307692
90,1.90384615384615
91,2
92,2
93,2.01923076923077
94,2.03846153846154
95,2
96,1.98076923076923
97,1.96153846153846
98,1.96153846153846
99,1.92307692307692
100,1.92307692307692
101,1.92307692307692
102,1.90384615384615
103,1.88461538461538
104,1.90384615384615
105,2
106,2.01923076923077
107,2.07692307692308
108,2.05769230769231
109,2.03846153846154
110,2.07692307692308
111,2.07692307692308
112,2.11538461538462
113,2.13461538461538
114,2.11538461538462
115,2.11538461538462
116,2.11538461538462
117,2.13461538461538
118,2.13461538461538
119,2.07692307692308
120,2.05769230769231
121,2.03846153846154
122,2.05769230769231
123,2.03846153846154
124,2.07692307692308
125,2.07692307692308
126,2.07692307692308
127,2.11538461538462
128,2.13461538461538
129,2.13461538461538
130,2.13461538461538
131,2.17307692307692
132,2.19230769230769
133,2.17307692307692
134,2.21153846153846
135,2.21153846153846
136,2.19230769230769
137,2.19230769230769
138,2.25
139,2.36538461538462
140,2.51923076923077
141,2.59615384615385
142,2.63461538461538
143,2.65384615384615
144,2.73076923076923
145,2.75
146,2.75
147,2.73076923076923
148,2.69230769230769
149,2.71153846153846
150,2.73076923076923
151,2.73076923076923
152,2.75
153,2.75
154,2.76923076923077
155,2.78846153846154
156,2.82692307692308
157,2.82692307692308
158,2.80769230769231
159,2.80769230769231
160,2.78846153846154
161,2.80769230769231
162,2.80769230769231
163,2.80769230769231
164,2.78846153846154
165,2.78846153846154
166,2.78846153846154
167,2.75
168,2.67307692307692
169,2.55769230769231
170,2.32692307692308
171,2.32692307692308
172,2.32692307692308
173,2.32692307692308
174,2.32692307692308
175,2.32692307692308
176,2.32692307692308
177,2.32692307692308
178,2.32692307692308
179,2.32692307692308
180,2.32692307692308
181,2.32692307692308
182,2.32692307692308
183,2.32692307692308
184,2.32692307692308
185,2.32692307692308
186,2.32692307692308
