Sec,touched
1,0
2,0
3,0.0465116279069767
4,0.0697674418604651
5,0.232558139534884
6,0.27906976744186
7,0.325581395348837
8,0.372093023255814
9,0.418604651162791
10,0.395348837209302
11,0.465116279069767
12,0.511627906976744
13,0.534883720930233
14,0.651162790697674
15,0.604651162790698
16,0.581395348837209
17,0.604651162790698
18,0.651162790697674
19,0.720930232558139
20,0.790697674418605
21,0.883720930232558
22,0.976744186046512
23,1.18604651162791
24,1.37209302325581
25,1.44186046511628
26,1.44186046511628
27,1.51162790697674
28,1.51162790697674
29,1.53488372093023
30,1.53488372093023
31,1.51162790697674
32,1.53488372093023
33,1.55813953488372
34,1.55813953488372
35,1.67441860465116
36,1.74418604651163
37,1.81395348837209
38,1.83720930232558
39,1.86046511627907
40,2
41,2.02325581395349
42,2.04651162790698
43,2.09302325581395
44,2.11627906976744
45,2.16279069767442
46,2.16279069767442
47,2.16279069767442
48,2.18604651162791
49,2.18604651162791
50,2.13953488372093
51,2.16279069767442
52,2.18604651162791
53,2.18604651162791
54,2.18604651162791
55,2.2093023255814
56,2.13953488372093
57,2.11627906976744
58,2.11627906976744
59,2.11627906976744
60,2.11627906976744
61,2.09302325581395
62,2.09302325581395
63,2.09302325581395
64,2.11627906976744
65,2.06976744186047
66,2.04651162790698
67,2.04651162790698
68,2.02325581395349
69,2
70,2
71,1.97674418604651
72,1.95348837209302
73,1.95348837209302
74,1.93023255813953
75,1.93023255813953
76,2.02325581395349
77,2.02325581395349
78,2
79,2.02325581395349
80,2.02325581395349
81,2
82,2
83,1.97674418604651
84,1.97674418604651
85,1.93023255813953
86,1.93023255813953
87,1.97674418604651
88,2
89,1.97674418604651
90,2
91,1.97674418604651
92,1.88372093023256
93,1.83720930232558
94,1.74418604651163
95,1.67441860465116
96,1.62790697674419
97,1.62790697674419
98,1.62790697674419
99,1.55813953488372
100,1.48837209302326
101,1.48837209302326
102,1.48837209302326
103,1.48837209302326
104,1.41860465116279
105,1.34883720930233
106,1.3953488372093
107,1.34883720930233
108,1.16279069767442
109,1.09302325581395
110,1.06976744186047
111,1.04651162790698
112,0.930232558139535
113,0.930232558139535
114,0.906976744186046
115,0.883720930232558
116,0.883720930232558
117,0.86046511627907
118,0.837209302325581
119,0.813953488372093
120,1.51162790697674
121,1.58139534883721
122,1.58139534883721
123,1.58139534883721
124,1.58139534883721
125,1.58139534883721
126,1.58139534883721
127,1.58139534883721
128,1.58139534883721
129,1.58139534883721
130,1.58139534883721
131,1.58139534883721
132,1.58139534883721
133,1.58139534883721
134,1.58139534883721
135,1.58139534883721
136,1.58139534883721
137,1.58139534883721
138,1.58139534883721
139,1.58139534883721
140,1.58139534883721
141,1.58139534883721
142,1.58139534883721
143,1.58139534883721
144,1.58139534883721
145,1.58139534883721
146,1.58139534883721
147,1.58139534883721
148,1.58139534883721
149,1.58139534883721
150,1.58139534883721
151,1.58139534883721
152,1.58139534883721
153,1.58139534883721
154,1.58139534883721
155,1.58139534883721
156,1.58139534883721
157,1.58139534883721
158,1.58139534883721
159,1.58139534883721
160,1.58139534883721
161,1.58139534883721
162,1.58139534883721
163,1.58139534883721
164,1.58139534883721
165,1.58139534883721
166,1.58139534883721
167,1.58139534883721
168,1.58139534883721
169,1.58139534883721
170,1.58139534883721
171,1.58139534883721
172,1.58139534883721
173,1.58139534883721
174,1.58139534883721
175,1.58139534883721
176,1.58139534883721
177,1.58139534883721
178,1.58139534883721
179,1.58139534883721
180,1.58139534883721
181,1.58139534883721
182,1.58139534883721
183,1.58139534883721
184,1.58139534883721
185,1.58139534883721
186,1.58139534883721
