Sec,joy
1,0.0444444444444444
2,0.0444444444444444
3,0.0666666666666667
4,0.0666666666666667
5,0.0666666666666667
6,0.133333333333333
7,0.133333333333333
8,0.2
9,0.244444444444444
10,0.311111111111111
11,0.288888888888889
12,0.311111111111111
13,0.377777777777778
14,0.377777777777778
15,0.422222222222222
16,0.422222222222222
17,0.444444444444444
18,0.444444444444444
19,0.488888888888889
20,0.488888888888889
21,0.488888888888889
22,0.444444444444444
23,0.444444444444444
24,0.444444444444444
25,0.488888888888889
26,0.6
27,0.6
28,0.622222222222222
29,0.6
30,0.6
31,0.577777777777778
32,0.577777777777778
33,0.577777777777778
34,0.666666666666667
35,0.666666666666667
36,0.666666666666667
37,0.688888888888889
38,0.711111111111111
39,0.777777777777778
40,0.8
41,0.822222222222222
42,0.822222222222222
43,0.822222222222222
44,0.8
45,0.711111111111111
46,0.666666666666667
47,0.644444444444444
48,0.644444444444444
49,0.577777777777778
50,0.577777777777778
51,0.577777777777778
52,0.555555555555556
53,0.577777777777778
54,0.533333333333333
55,0.488888888888889
56,0.422222222222222
57,0.422222222222222
58,0.422222222222222
59,0.4
60,0.422222222222222
61,0.444444444444444
62,0.422222222222222
63,0.511111111111111
64,0.511111111111111
65,0.511111111111111
66,0.488888888888889
67,0.511111111111111
68,0.511111111111111
69,0.533333333333333
70,0.466666666666667
71,0.466666666666667
72,0.422222222222222
73,0.4
74,0.4
75,0.4
76,0.422222222222222
77,0.444444444444444
78,0.422222222222222
79,0.4
80,0.4
81,0.4
82,0.4
83,0.377777777777778
84,0.377777777777778
85,0.377777777777778
86,0.422222222222222
87,0.422222222222222
88,0.444444444444444
89,0.444444444444444
90,0.444444444444444
91,0.444444444444444
92,0.444444444444444
93,0.444444444444444
94,0.466666666666667
95,0.511111111111111
96,0.555555555555556
97,0.555555555555556
98,0.688888888888889
99,0.777777777777778
100,0.8
101,0.822222222222222
102,0.822222222222222
103,0.8
104,0.8
105,0.8
106,0.8
107,0.8
108,0.733333333333333
109,0.733333333333333
110,0.688888888888889
111,0.688888888888889
112,0.688888888888889
113,0.666666666666667
114,0.688888888888889
115,0.666666666666667
116,0.644444444444444
117,0.644444444444444
118,0.644444444444444
119,0.644444444444444
120,0.777777777777778
121,0.888888888888889
122,0.977777777777778
123,1
124,1.04444444444444
125,1.02222222222222
126,1
127,1.02222222222222
128,1
129,0.977777777777778
130,0.933333333333333
131,0.933333333333333
132,0.911111111111111
133,0.888888888888889
134,0.866666666666667
135,0.866666666666667
136,0.888888888888889
137,0.888888888888889
138,0.888888888888889
139,1.2
140,1.2
141,1.2
142,1.2
143,1.2
144,1.2
145,1.2
146,1.2
147,1.2
148,1.2
149,1.2
150,1.2
151,1.2
152,1.2
153,1.2
154,1.2
155,1.2
156,1.2
157,1.2
158,1.2
159,1.2
160,1.2
161,1.2
162,1.2
163,1.2
164,1.2
165,1.2
166,1.2
167,1.2
168,1.2
169,1.2
170,1.2
171,1.2
172,1.2
173,1.2
174,1.2
175,1.2
176,1.2
177,1.2
178,1.2
179,1.2
180,1.2
181,1.2
182,1.2
183,1.2
184,1.2
185,1.2
186,1.2
