Sec,sad
1,0
2,0
3,0
4,0.0425531914893617
5,0.127659574468085
6,0.191489361702128
7,0.234042553191489
8,0.191489361702128
9,0.212765957446809
10,0.234042553191489
11,0.276595744680851
12,0.297872340425532
13,0.340425531914894
14,0.446808510638298
15,0.48936170212766
16,0.51063829787234
17,0.531914893617021
18,0.574468085106383
19,0.617021276595745
20,0.659574468085106
21,0.723404255319149
22,0.808510638297872
23,0.851063829787234
24,0.893617021276596
25,0.851063829787234
26,0.851063829787234
27,0.893617021276596
28,0.914893617021277
29,0.957446808510638
30,0.936170212765957
31,0.957446808510638
32,0.914893617021277
33,0.914893617021277
34,0.936170212765957
35,0.978723404255319
36,0.978723404255319
37,0.936170212765957
38,0.936170212765957
39,0.957446808510638
40,0.936170212765957
41,0.893617021276596
42,0.829787234042553
43,0.723404255319149
44,0.702127659574468
45,0.702127659574468
46,0.723404255319149
47,0.723404255319149
48,0.723404255319149
49,0.723404255319149
50,0.723404255319149
51,0.723404255319149
52,0.723404255319149
53,0.723404255319149
54,0.74468085106383
55,0.808510638297872
56,0.74468085106383
57,0.659574468085106
58,0.574468085106383
59,0.553191489361702
60,0.617021276595745
61,0.617021276595745
62,0.574468085106383
63,0.574468085106383
64,0.595744680851064
65,0.574468085106383
66,0.553191489361702
67,0.553191489361702
68,0.48936170212766
69,0.51063829787234
70,0.51063829787234
71,0.51063829787234
72,0.468085106382979
73,0.425531914893617
74,0.48936170212766
75,0.553191489361702
76,0.574468085106383
77,0.574468085106383
78,0.617021276595745
79,0.617021276595745
80,0.617021276595745
81,0.638297872340426
82,0.638297872340426
83,0.659574468085106
84,0.659574468085106
85,0.680851063829787
86,0.680851063829787
87,0.638297872340426
88,0.617021276595745
89,0.617021276595745
90,0.574468085106383
91,0.553191489361702
92,0.574468085106383
93,0.595744680851064
94,0.595744680851064
95,0.574468085106383
96,0.553191489361702
97,0.553191489361702
98,0.574468085106383
99,0.574468085106383
100,0.531914893617021
101,0.48936170212766
102,0.446808510638298
103,0.425531914893617
104,0.446808510638298
105,0.425531914893617
106,0.425531914893617
107,0.361702127659574
108,0.340425531914894
109,0.340425531914894
110,0.361702127659574
111,0.361702127659574
112,0.340425531914894
113,0.297872340425532
114,0.319148936170213
115,0.319148936170213
116,0.340425531914894
117,0.319148936170213
118,0.340425531914894
119,0.340425531914894
120,0.340425531914894
121,0.468085106382979
122,0.468085106382979
123,0.51063829787234
124,0.553191489361702
125,0.595744680851064
126,0.617021276595745
127,0.617021276595745
128,0.617021276595745
129,0.617021276595745
130,0.531914893617021
131,0.48936170212766
132,0.48936170212766
133,0.48936170212766
134,0.48936170212766
135,0.48936170212766
136,0.48936170212766
137,0.48936170212766
138,0.48936170212766
139,0.446808510638298
140,0.446808510638298
141,0.468085106382979
142,0.468085106382979
143,0.468085106382979
144,0.468085106382979
145,0.468085106382979
146,0.468085106382979
147,0.468085106382979
148,0.446808510638298
149,0.446808510638298
150,0.446808510638298
151,0.425531914893617
152,0.425531914893617
153,0.382978723404255
154,0.382978723404255
155,0.382978723404255
156,0.382978723404255
157,0.382978723404255
158,0.425531914893617
159,0.425531914893617
160,0.404255319148936
161,0.446808510638298
162,0.48936170212766
163,0.531914893617021
164,0.531914893617021
165,0.553191489361702
166,0.553191489361702
167,0.553191489361702
168,0.553191489361702
169,0.531914893617021
170,0.553191489361702
171,0.553191489361702
172,0.574468085106383
173,0.595744680851064
174,0.553191489361702
175,0.553191489361702
176,0.553191489361702
177,0.531914893617021
178,0.531914893617021
179,0.51063829787234
180,0.51063829787234
181,0.595744680851064
182,0.595744680851064
183,0.574468085106383
184,0.638297872340426
185,1.21276595744681
186,1.21276595744681
