Sec,joy
1,0
2,0.0285714285714286
3,0.2
4,0.485714285714286
5,0.628571428571429
6,0.828571428571429
7,1.05714285714286
8,1.11428571428571
9,1.14285714285714
10,1.2
11,1.22857142857143
12,1.31428571428571
13,1.34285714285714
14,1.34285714285714
15,1.34285714285714
16,1.42857142857143
17,1.42857142857143
18,1.54285714285714
19,1.54285714285714
20,1.6
21,1.6
22,1.94285714285714
23,2.05714285714286
24,2.14285714285714
25,2.17142857142857
26,2.17142857142857
27,2.2
28,2.22857142857143
29,2.22857142857143
30,2.22857142857143
31,2.22857142857143
32,2.25714285714286
33,2.25714285714286
34,2.28571428571429
35,2.42857142857143
36,2.54285714285714
37,2.57142857142857
38,2.6
39,2.6
40,2.62857142857143
41,2.62857142857143
42,2.62857142857143
43,2.74285714285714
44,2.8
45,2.8
46,2.82857142857143
47,2.85714285714286
48,2.85714285714286
49,2.85714285714286
50,2.85714285714286
51,2.85714285714286
52,2.85714285714286
53,2.88571428571429
54,2.88571428571429
55,2.88571428571429
56,2.88571428571429
57,2.88571428571429
58,2.91428571428571
59,2.91428571428571
60,2.91428571428571
61,2.94285714285714
62,2.91428571428571
63,2.91428571428571
64,2.88571428571429
65,2.88571428571429
66,2.91428571428571
67,2.91428571428571
68,2.91428571428571
69,2.91428571428571
70,2.91428571428571
71,2.88571428571429
72,2.88571428571429
73,2.91428571428571
74,2.91428571428571
75,2.91428571428571
76,2.88571428571429
77,2.88571428571429
78,2.85714285714286
79,2.88571428571429
80,2.91428571428571
81,2.91428571428571
82,2.91428571428571
83,2.94285714285714
84,2.91428571428571
85,2.94285714285714
86,2.94285714285714
87,2.94285714285714
88,2.91428571428571
89,2.94285714285714
90,2.85714285714286
91,2.8
92,2.62857142857143
93,2.51428571428571
94,2.45714285714286
95,2.34285714285714
96,2.34285714285714
97,2.28571428571429
98,2.11428571428571
99,2.11428571428571
100,2.11428571428571
101,2.05714285714286
102,1.97142857142857
103,1.91428571428571
104,1.77142857142857
105,1.77142857142857
106,1.74285714285714
107,1.65714285714286
108,1.68571428571429
109,1.68571428571429
110,1.71428571428571
111,1.74285714285714
112,1.74285714285714
113,1.74285714285714
114,1.74285714285714
115,1.74285714285714
116,1.74285714285714
117,1.74285714285714
118,1.74285714285714
119,1.74285714285714
120,1.94285714285714
121,2.05714285714286
122,2.05714285714286
123,2.05714285714286
124,2.05714285714286
125,2.05714285714286
126,2.05714285714286
127,2.05714285714286
128,2.05714285714286
129,2.05714285714286
130,2.05714285714286
131,2.05714285714286
132,2.05714285714286
133,2.05714285714286
134,2.05714285714286
135,2.05714285714286
136,2.05714285714286
137,2.05714285714286
138,2.05714285714286
139,2.05714285714286
140,2.05714285714286
141,2.05714285714286
142,2.05714285714286
143,2.05714285714286
144,2.05714285714286
145,2.05714285714286
146,2.05714285714286
147,2.05714285714286
148,2.05714285714286
149,2.05714285714286
150,2.05714285714286
151,2.05714285714286
152,2.05714285714286
153,2.05714285714286
154,2.05714285714286
155,2.05714285714286
156,2.05714285714286
157,2.05714285714286
158,2.05714285714286
159,2.05714285714286
160,2.05714285714286
161,2.05714285714286
162,2.05714285714286
163,2.05714285714286
164,2.05714285714286
165,2.05714285714286
166,2.05714285714286
167,2.05714285714286
168,2.05714285714286
169,2.05714285714286
170,2.05714285714286
171,2.05714285714286
172,2.05714285714286
173,2.05714285714286
174,2.05714285714286
175,2.05714285714286
176,2.05714285714286
177,2.05714285714286
178,2.05714285714286
179,2.05714285714286
180,2.05714285714286
181,2.05714285714286
182,2.05714285714286
183,2.05714285714286
184,2.05714285714286
185,2.05714285714286
186,2.05714285714286
