Sec,warmth
1,0.0697674418604651
2,0.162790697674419
3,0.186046511627907
4,0.209302325581395
5,0.325581395348837
6,0.651162790697674
7,0.720930232558139
8,0.744186046511628
9,0.86046511627907
10,0.883720930232558
11,0.930232558139535
12,0.976744186046512
13,1.02325581395349
14,1.02325581395349
15,1.06976744186047
16,1.06976744186047
17,1.04651162790698
18,1.06976744186047
19,1.06976744186047
20,1.11627906976744
21,1.11627906976744
22,1.16279069767442
23,1.27906976744186
24,1.46511627906977
25,1.48837209302326
26,1.48837209302326
27,1.51162790697674
28,1.51162790697674
29,1.55813953488372
30,1.55813953488372
31,1.58139534883721
32,1.65116279069767
33,1.65116279069767
34,1.67441860465116
35,1.67441860465116
36,1.83720930232558
37,1.88372093023256
38,1.90697674418605
39,1.90697674418605
40,1.90697674418605
41,1.88372093023256
42,1.90697674418605
43,1.90697674418605
44,1.93023255813953
45,1.93023255813953
46,1.97674418604651
47,2.02325581395349
48,2.02325581395349
49,2.02325581395349
50,2
51,2.06976744186047
52,2.09302325581395
53,2.09302325581395
54,2.09302325581395
55,2.06976744186047
56,2.04651162790698
57,2.06976744186047
58,2.06976744186047
59,2.06976744186047
60,2.06976744186047
61,2.06976744186047
62,2.09302325581395
63,2.13953488372093
64,2.11627906976744
65,2.13953488372093
66,2.13953488372093
67,2.13953488372093
68,2.13953488372093
69,2.13953488372093
70,2.13953488372093
71,2.13953488372093
72,2.13953488372093
73,2.13953488372093
74,2.13953488372093
75,2.13953488372093
76,2.11627906976744
77,2.11627906976744
78,2.11627906976744
79,2.13953488372093
80,2.09302325581395
81,2.13953488372093
82,2.11627906976744
83,2.13953488372093
84,2.11627906976744
85,2.11627906976744
86,2.11627906976744
87,2.11627906976744
88,2.11627906976744
89,2.04651162790698
90,2.06976744186047
91,2.06976744186047
92,2.04651162790698
93,1.97674418604651
94,1.97674418604651
95,1.93023255813953
96,1.88372093023256
97,1.86046511627907
98,1.7906976744186
99,1.65116279069767
100,1.62790697674419
101,1.62790697674419
102,1.65116279069767
103,1.62790697674419
104,1.55813953488372
105,1.44186046511628
106,1.37209302325581
107,1.32558139534884
108,1.27906976744186
109,1.30232558139535
110,1.27906976744186
111,1.25581395348837
112,1.25581395348837
113,1.25581395348837
114,1.23255813953488
115,1.25581395348837
116,1.27906976744186
117,1.25581395348837
118,1.23255813953488
119,1.23255813953488
120,1.62790697674419
121,1.6046511627907
122,1.6046511627907
123,1.6046511627907
124,1.6046511627907
125,1.6046511627907
126,1.6046511627907
127,1.6046511627907
128,1.6046511627907
129,1.6046511627907
130,1.6046511627907
131,1.6046511627907
132,1.6046511627907
133,1.6046511627907
134,1.6046511627907
135,1.6046511627907
136,1.6046511627907
137,1.6046511627907
138,1.6046511627907
139,1.6046511627907
140,1.6046511627907
141,1.6046511627907
142,1.6046511627907
143,1.6046511627907
144,1.6046511627907
145,1.6046511627907
146,1.6046511627907
147,1.6046511627907
148,1.6046511627907
149,1.6046511627907
150,1.6046511627907
151,1.6046511627907
152,1.6046511627907
153,1.6046511627907
154,1.6046511627907
155,1.6046511627907
156,1.6046511627907
157,1.6046511627907
158,1.6046511627907
159,1.6046511627907
160,1.6046511627907
161,1.6046511627907
162,1.6046511627907
163,1.6046511627907
164,1.6046511627907
165,1.6046511627907
166,1.6046511627907
167,1.6046511627907
168,1.6046511627907
169,1.6046511627907
170,1.6046511627907
171,1.6046511627907
172,1.6046511627907
173,1.6046511627907
174,1.6046511627907
175,1.6046511627907
176,1.6046511627907
177,1.6046511627907
178,1.6046511627907
179,1.6046511627907
180,1.6046511627907
181,1.6046511627907
182,1.6046511627907
183,1.6046511627907
184,1.6046511627907
185,1.6046511627907
186,1.6046511627907
