Sec,chills
1,0
2,0
3,0.11864406779661
4,0.11864406779661
5,0.186440677966102
6,0.169491525423729
7,0.220338983050847
8,0.288135593220339
9,0.322033898305085
10,0.355932203389831
11,0.372881355932203
12,0.423728813559322
13,0.491525423728814
14,0.542372881355932
15,0.593220338983051
16,0.627118644067797
17,0.576271186440678
18,0.593220338983051
19,0.627118644067797
20,0.627118644067797
21,0.610169491525424
22,0.627118644067797
23,0.610169491525424
24,0.661016949152542
25,0.644067796610169
26,0.644067796610169
27,0.661016949152542
28,0.644067796610169
29,0.694915254237288
30,0.745762711864407
31,0.813559322033898
32,0.796610169491525
33,0.779661016949153
34,0.76271186440678
35,0.88135593220339
36,0.898305084745763
37,0.88135593220339
38,0.88135593220339
39,0.949152542372881
40,0.949152542372881
41,0.949152542372881
42,0.915254237288136
43,0.915254237288136
44,0.864406779661017
45,0.864406779661017
46,0.898305084745763
47,0.949152542372881
48,0.966101694915254
49,0.949152542372881
50,0.898305084745763
51,0.966101694915254
52,0.966101694915254
53,1.03389830508475
54,1.08474576271186
55,1.16949152542373
56,1.16949152542373
57,1.15254237288136
58,1.16949152542373
59,1.13559322033898
60,1.11864406779661
61,1.11864406779661
62,1.13559322033898
63,1.11864406779661
64,1.11864406779661
65,1.05084745762712
66,1.01694915254237
67,1
68,1.01694915254237
69,0.983050847457627
70,1
71,1.03389830508475
72,1.03389830508475
73,1.10169491525424
74,1.05084745762712
75,1.06779661016949
76,1.11864406779661
77,1.11864406779661
78,1.11864406779661
79,1.13559322033898
80,1.15254237288136
81,1.10169491525424
82,1.06779661016949
83,1.13559322033898
84,1.08474576271186
85,1.08474576271186
86,1.01694915254237
87,1.03389830508475
88,1.05084745762712
89,1.08474576271186
90,1.06779661016949
91,1.13559322033898
92,1.20338983050847
93,1.20338983050847
94,1.20338983050847
95,1.20338983050847
96,1.1864406779661
97,1.20338983050847
98,1.23728813559322
99,1.23728813559322
100,1.30508474576271
101,1.22033898305085
102,1.13559322033898
103,1.10169491525424
104,1.05084745762712
105,0.966101694915254
106,0.932203389830508
107,0.88135593220339
108,0.898305084745763
109,0.898305084745763
110,0.898305084745763
111,0.898305084745763
112,0.898305084745763
113,0.847457627118644
114,0.847457627118644
115,0.830508474576271
116,0.864406779661017
117,0.847457627118644
118,0.864406779661017
119,0.864406779661017
120,0.864406779661017
121,0.864406779661017
122,0.88135593220339
123,1.01694915254237
124,1.06779661016949
125,1.15254237288136
126,1.16949152542373
127,1.25423728813559
128,1.25423728813559
129,1.25423728813559
130,1.27118644067797
131,1.28813559322034
132,1.28813559322034
133,1.32203389830508
134,1.30508474576271
135,1.33898305084746
136,1.32203389830508
137,1.28813559322034
138,1.30508474576271
139,1.30508474576271
140,1.33898305084746
141,1.32203389830508
142,1.33898305084746
143,1.35593220338983
144,1.33898305084746
145,1.33898305084746
146,1.33898305084746
147,1.35593220338983
148,1.42372881355932
149,1.44067796610169
150,1.45762711864407
151,1.45762711864407
152,1.49152542372881
153,1.44067796610169
154,1.40677966101695
155,1.40677966101695
156,1.40677966101695
157,1.44067796610169
158,1.44067796610169
159,1.45762711864407
160,1.52542372881356
161,1.54237288135593
162,1.44067796610169
163,1.52542372881356
164,1.52542372881356
165,1.52542372881356
166,1.52542372881356
167,1.52542372881356
168,1.52542372881356
169,1.52542372881356
170,1.52542372881356
171,1.52542372881356
172,1.52542372881356
173,1.52542372881356
174,1.52542372881356
175,1.52542372881356
176,1.52542372881356
177,1.52542372881356
178,1.52542372881356
179,1.52542372881356
180,1.52542372881356
181,1.52542372881356
182,1.52542372881356
183,1.52542372881356
184,1.52542372881356
185,1.52542372881356
186,1.52542372881356
