Sec,connection
1,0.0769230769230769
2,0.0769230769230769
3,0.0769230769230769
4,0.230769230769231
5,0.326923076923077
6,0.461538461538462
7,0.538461538461538
8,0.596153846153846
9,0.653846153846154
10,0.75
11,0.903846153846154
12,0.923076923076923
13,0.942307692307692
14,0.923076923076923
15,0.961538461538462
16,0.980769230769231
17,1.05769230769231
18,1.09615384615385
19,1.11538461538462
20,1.13461538461538
21,1.21153846153846
22,1.25
23,1.26923076923077
24,1.32692307692308
25,1.36538461538462
26,1.36538461538462
27,1.36538461538462
28,1.40384615384615
29,1.40384615384615
30,1.42307692307692
31,1.46153846153846
32,1.46153846153846
33,1.46153846153846
34,1.5
35,1.51923076923077
36,1.51923076923077
37,1.51923076923077
38,1.48076923076923
39,1.51923076923077
40,1.46153846153846
41,1.46153846153846
42,1.48076923076923
43,1.44230769230769
44,1.46153846153846
45,1.44230769230769
46,1.44230769230769
47,1.44230769230769
48,1.48076923076923
49,1.44230769230769
50,1.42307692307692
51,1.42307692307692
52,1.44230769230769
53,1.46153846153846
54,1.48076923076923
55,1.5
56,1.5
57,1.53846153846154
58,1.51923076923077
59,1.5
60,1.59615384615385
61,1.55769230769231
62,1.57692307692308
63,1.65384615384615
64,1.67307692307692
65,1.67307692307692
66,1.73076923076923
67,1.75
68,1.78846153846154
69,1.80769230769231
70,1.80769230769231
71,1.80769230769231
72,1.82692307692308
73,1.82692307692308
74,1.82692307692308
75,1.78846153846154
76,1.76923076923077
77,1.75
78,1.75
79,1.76923076923077
80,1.75
81,1.76923076923077
82,1.67307692307692
83,1.73076923076923
84,1.71153846153846
85,1.80769230769231
86,1.82692307692308
87,1.82692307692308
88,1.82692307692308
89,1.82692307692308
90,1.88461538461538
91,1.90384615384615
92,1.92307692307692
93,1.82692307692308
94,1.84615384615385
95,1.82692307692308
96,1.84615384615385
97,1.84615384615385
98,1.86538461538462
99,1.84615384615385
100,1.84615384615385
101,1.84615384615385
102,1.86538461538462
103,1.86538461538462
104,1.84615384615385
105,1.84615384615385
106,1.82692307692308
107,1.82692307692308
108,1.82692307692308
109,1.80769230769231
110,1.80769230769231
111,1.76923076923077
112,1.76923076923077
113,1.76923076923077
114,1.75
115,1.80769230769231
116,1.84615384615385
117,1.84615384615385
118,1.86538461538462
119,1.86538461538462
120,1.84615384615385
121,1.88461538461538
122,1.86538461538462
123,1.86538461538462
124,1.88461538461538
125,1.88461538461538
126,1.86538461538462
127,1.86538461538462
128,1.82692307692308
129,1.84615384615385
130,1.76923076923077
131,1.78846153846154
132,1.73076923076923
133,1.67307692307692
134,1.63461538461538
135,1.63461538461538
136,1.63461538461538
137,1.63461538461538
138,1.63461538461538
139,1.63461538461538
140,1.63461538461538
141,1.63461538461538
142,1.63461538461538
143,1.63461538461538
144,1.63461538461538
145,1.63461538461538
146,1.63461538461538
147,1.63461538461538
148,1.63461538461538
149,1.63461538461538
150,1.63461538461538
151,1.63461538461538
152,1.63461538461538
153,1.63461538461538
154,1.63461538461538
155,1.63461538461538
156,1.63461538461538
157,1.63461538461538
158,1.63461538461538
159,1.63461538461538
160,1.63461538461538
161,1.63461538461538
162,1.63461538461538
163,1.63461538461538
164,1.63461538461538
165,1.63461538461538
166,1.63461538461538
167,1.63461538461538
168,1.63461538461538
169,1.63461538461538
170,1.63461538461538
171,1.63461538461538
172,1.63461538461538
173,1.63461538461538
174,1.63461538461538
175,1.63461538461538
176,1.63461538461538
177,1.63461538461538
178,1.63461538461538
179,1.63461538461538
180,1.63461538461538
181,1.63461538461538
182,1.63461538461538
183,1.63461538461538
184,1.63461538461538
185,1.63461538461538
186,1.63461538461538
