Sec,sad
1,0
2,0
3,0.189655172413793
4,0.362068965517241
5,0.620689655172414
6,0.758620689655172
7,0.879310344827586
8,1.01724137931034
9,1.08620689655172
10,1.12068965517241
11,1.25862068965517
12,1.25862068965517
13,1.29310344827586
14,1.36206896551724
15,1.39655172413793
16,1.46551724137931
17,1.48275862068966
18,1.48275862068966
19,1.48275862068966
20,1.48275862068966
21,1.44827586206897
22,1.41379310344828
23,1.37931034482759
24,1.31034482758621
25,1.31034482758621
26,1.39655172413793
27,1.39655172413793
28,1.39655172413793
29,1.36206896551724
30,1.36206896551724
31,1.39655172413793
32,1.46551724137931
33,1.56896551724138
34,1.6551724137931
35,1.6551724137931
36,1.63793103448276
37,1.63793103448276
38,1.6551724137931
39,1.67241379310345
40,1.6551724137931
41,1.6551724137931
42,1.63793103448276
43,1.60344827586207
44,1.62068965517241
45,1.63793103448276
46,1.62068965517241
47,1.62068965517241
48,1.63793103448276
49,1.62068965517241
50,1.63793103448276
51,1.63793103448276
52,1.68965517241379
53,1.77586206896552
54,1.77586206896552
55,1.79310344827586
56,1.82758620689655
57,1.81034482758621
58,1.72413793103448
59,1.6551724137931
60,1.67241379310345
61,1.67241379310345
62,1.62068965517241
63,1.60344827586207
64,1.46551724137931
65,1.41379310344828
66,1.43103448275862
67,1.46551724137931
68,1.44827586206897
69,1.44827586206897
70,1.43103448275862
71,1.39655172413793
72,1.41379310344828
73,1.39655172413793
74,1.39655172413793
75,1.44827586206897
76,1.39655172413793
77,1.41379310344828
78,1.43103448275862
79,1.44827586206897
80,1.43103448275862
81,1.43103448275862
82,1.41379310344828
83,1.39655172413793
84,1.39655172413793
85,1.39655172413793
86,1.48275862068966
87,1.51724137931034
88,1.56896551724138
89,1.60344827586207
90,1.60344827586207
91,1.60344827586207
92,1.67241379310345
93,1.74137931034483
94,1.74137931034483
95,1.75862068965517
96,1.75862068965517
97,1.77586206896552
98,1.79310344827586
99,1.8448275862069
100,1.89655172413793
101,1.89655172413793
102,1.87931034482759
103,1.89655172413793
104,1.91379310344828
105,1.91379310344828
106,1.89655172413793
107,1.87931034482759
108,1.89655172413793
109,1.87931034482759
110,1.82758620689655
111,1.81034482758621
112,1.79310344827586
113,1.86206896551724
114,1.86206896551724
115,1.86206896551724
116,1.86206896551724
117,1.86206896551724
118,1.87931034482759
119,1.87931034482759
120,1.93103448275862
121,1.98275862068966
122,1.96551724137931
123,2.01724137931034
124,2.06896551724138
125,2.08620689655172
126,2.08620689655172
127,2.08620689655172
128,2.10344827586207
129,2.1551724137931
130,2.20689655172414
131,2.20689655172414
132,2.20689655172414
133,2.20689655172414
134,2.22413793103448
135,2.25862068965517
136,2.20689655172414
137,2.18965517241379
138,2.17241379310345
139,1.96551724137931
140,1.96551724137931
141,1.96551724137931
142,1.96551724137931
143,1.96551724137931
144,1.96551724137931
145,1.96551724137931
146,1.96551724137931
147,1.96551724137931
148,1.96551724137931
149,1.96551724137931
150,1.96551724137931
151,1.96551724137931
152,1.96551724137931
153,1.96551724137931
154,1.96551724137931
155,1.96551724137931
156,1.96551724137931
157,1.96551724137931
158,1.96551724137931
159,1.96551724137931
160,1.96551724137931
161,1.96551724137931
162,1.96551724137931
163,1.96551724137931
164,1.96551724137931
165,1.96551724137931
166,1.96551724137931
167,1.96551724137931
168,1.96551724137931
169,1.96551724137931
170,1.96551724137931
171,1.96551724137931
172,1.96551724137931
173,1.96551724137931
174,1.96551724137931
175,1.96551724137931
176,1.96551724137931
177,1.96551724137931
178,1.96551724137931
179,1.96551724137931
180,1.96551724137931
181,1.96551724137931
182,1.96551724137931
183,1.96551724137931
184,1.96551724137931
185,1.96551724137931
186,1.96551724137931
