Sec,connection
1,0.0612244897959184
2,0.0408163265306122
3,0.142857142857143
4,0.224489795918367
5,0.326530612244898
6,0.428571428571429
7,0.571428571428571
8,0.673469387755102
9,0.693877551020408
10,0.693877551020408
11,0.755102040816326
12,0.795918367346939
13,0.836734693877551
14,0.897959183673469
15,0.938775510204082
16,1.02040816326531
17,1.08163265306122
18,1.12244897959184
19,1.14285714285714
20,1.10204081632653
21,1.08163265306122
22,1.10204081632653
23,1.12244897959184
24,1.10204081632653
25,1.10204081632653
26,1.08163265306122
27,1.10204081632653
28,1.12244897959184
29,1.16326530612245
30,1.18367346938776
31,1.28571428571429
32,1.28571428571429
33,1.3469387755102
34,1.40816326530612
35,1.40816326530612
36,1.48979591836735
37,1.53061224489796
38,1.55102040816327
39,1.59183673469388
40,1.57142857142857
41,1.57142857142857
42,1.59183673469388
43,1.57142857142857
44,1.57142857142857
45,1.61224489795918
46,1.6734693877551
47,1.6734693877551
48,1.6530612244898
49,1.6734693877551
50,1.6734693877551
51,1.6734693877551
52,1.73469387755102
53,1.79591836734694
54,1.95918367346939
55,2.06122448979592
56,2.10204081632653
57,2.12244897959184
58,2.08163265306122
59,2.12244897959184
60,2.12244897959184
61,2.12244897959184
62,2.14285714285714
63,2.16326530612245
64,2.14285714285714
65,2.16326530612245
66,2.12244897959184
67,2.10204081632653
68,2.12244897959184
69,2.12244897959184
70,2.12244897959184
71,2.14285714285714
72,2.10204081632653
73,2.16326530612245
74,2.16326530612245
75,2.14285714285714
76,2.10204081632653
77,2.10204081632653
78,2.12244897959184
79,2.12244897959184
80,2.14285714285714
81,2.14285714285714
82,2.14285714285714
83,2.14285714285714
84,2.10204081632653
85,2.06122448979592
86,2.04081632653061
87,2.04081632653061
88,2.04081632653061
89,2.08163265306122
90,2.14285714285714
91,2.16326530612245
92,2.14285714285714
93,2.16326530612245
94,2.18367346938776
95,2.16326530612245
96,2.16326530612245
97,2.06122448979592
98,2.06122448979592
99,2
100,1.95918367346939
101,1.95918367346939
102,1.83673469387755
103,1.83673469387755
104,1.77551020408163
105,1.77551020408163
106,1.71428571428571
107,1.6530612244898
108,1.6734693877551
109,1.71428571428571
110,1.69387755102041
111,1.71428571428571
112,1.6734693877551
113,1.69387755102041
114,1.69387755102041
115,1.69387755102041
116,1.6530612244898
117,1.6530612244898
118,1.6530612244898
119,1.6530612244898
120,1.6530612244898
121,1.73469387755102
122,1.77551020408163
123,1.93877551020408
124,2.08163265306122
125,2.16326530612245
126,2.16326530612245
127,2.18367346938776
128,2.16326530612245
129,2.16326530612245
130,2.16326530612245
131,2.26530612244898
132,2.26530612244898
133,2.24489795918367
134,2.24489795918367
135,2.28571428571429
136,2.28571428571429
137,2.28571428571429
138,2.30612244897959
139,2.30612244897959
140,2.30612244897959
141,2.3265306122449
142,2.3265306122449
143,2.3265306122449
144,2.30612244897959
145,2.28571428571429
146,2.22448979591837
147,2.22448979591837
148,2.26530612244898
149,2.3265306122449
150,2.3265306122449
151,2.3469387755102
152,2.28571428571429
153,2.30612244897959
154,2.30612244897959
155,2.3265306122449
156,2.36734693877551
157,2.38775510204082
158,2.38775510204082
159,2.42857142857143
160,2.40816326530612
161,2.38775510204082
162,2.30612244897959
163,1.89795918367347
164,1.89795918367347
165,1.89795918367347
166,1.89795918367347
167,1.89795918367347
168,1.89795918367347
169,1.89795918367347
170,1.89795918367347
171,1.89795918367347
172,1.89795918367347
173,1.89795918367347
174,1.89795918367347
175,1.89795918367347
176,1.89795918367347
177,1.89795918367347
178,1.89795918367347
179,1.89795918367347
180,1.89795918367347
181,1.89795918367347
182,1.89795918367347
183,1.89795918367347
184,1.89795918367347
185,1.89795918367347
186,1.89795918367347
